,hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code,b
102,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abckujg,303.72,g,18.4174,-19.19,22.335,10.132,12.203,-19.41,0.64,0.049,SN2018cvt,,,,,0.074,222.9735,46.64576944444445,SNIa,Ia,0,59.32491577899035
100,,,ZTF,ZTF,ZTF,ZTF,ZTF18abcrtnq,301.76,g,18.611,-19.67,27.044,9.751,17.293,-22.13,0.88,0.03,SN2018cvu,,,,,0.10151,198.89298333333332,28.34291111111111,SNIa,Ia,0,84.52401904572703
115,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abcrxoj,305.7,g,16.5157,-19.19,21.416,7.308,14.108,-20.55,1.03,0.061,SN2018cvw,,,,,0.0309,239.259625,37.41711111111111,SNIa,Ia,0,49.86462300583123
114,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abcrzfz,,,,,,,,,,,SN2018cvx,,,,,0.062,192.8645,20.60643888888889,SNIa,Ia,0,83.47818485963394
118,,,ZTF,ZTF,ZTF,ZTF,ZTF18abdcfgz,,,,,,,,,,,SN2018cxj,,,,,0.05,191.6259083333333,77.280975,SNIa,Ia,0,39.843888450409224
6357,,,,,,,ZTF18abclfee,299.7,g,18.536,-17.08,14.924,5.904,9.02,-18.05,0.42,0.041,SN2018cxk,,,,,0.03,258.5925416666667,48.26430555555555,SNIax,Ia,0,35.71546803600547
109,,,ZTF,ZTF,ZTF,ZTF,ZTF18abcsgvj,302.79,g,18.3988,-18.87,19.036,7.113,11.923,-20.90,1.09,0.157,SN2018cxl,,,,,0.06,266.10260833333336,55.17543333333333,SNIa,Ia,0,31.38933918079676
122,,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","None, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abdfaqi,,,,,,,,,,,SN2018cxm,,,,,0.04828,223.493,26.00196111111111,SNIa,Ia,0,62.64488520847224
106,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abckutn,299.84,r,18.9885,-17.25,40.322,8.438,31.884,-21.84,0.69,0.049,SN2018cxn,,,,,0.0401,237.02690833333332,55.71480833333334,SNIIP,II,2,47.42306055754747
6362,,,,,,,ZTF18abdbysy,302.81,r,18.2973,-15.17,33.96,5.042,28.918,-21.98,1.47,0.05,SN2018cyg,,,,,0.01127,233.5353333333333,56.69683333333333,SNII,II,2,48.73860460076268
108,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abcezmh,299.88,r,18.931,-18.13,17.731,9,8.731,-20.39,0.47,0.106,SN2018cyh,,,,,0.057,269.4518875,40.07638611111111,SNII,II,2,26.83841614400823
107,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abcecfi,306.68,r,18.7905,-18.98,25.856,15.006,10.85,-21.72,0.82,0.063,SN2018dbc,,,,,0.08,230.35129583333332,69.6062861111111,SNIa,Ia,0,42.33585331048156
125,,,ZTF,ZTF,ZTF,ZTF,ZTF18abdbuty,306.81,g,18.0839,-19.62,22.578,7.526,15.052,-21.56,0.82,0.109,SN2018dbd,,,,,0.075,253.19727916666668,51.563427777777775,SNIa,Ia,0,39.12176899972975
117,,,ZTF,ZTF,ZTF,ZTF,ZTF18abdfazk,306.72,g,18.5394,-19.40,26.808,8.353,18.455,-19.69,0.43,0.029,SN2018dbe,,,,,0.087,216.9801625,40.97434444444445,SNIa,Ia,0,65.82129930268825
124,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abdffeo,306.67,r,17.525,-16.54,16.174,8.117,8.057,-21.33,0.76,0.056,SN2018dbg,,,,,0.01479,214.49516666666665,26.41241944444444,SNIb/c,Ib/c,1,70.69373236990585
126,,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abdgwxn,305.8,g,18.704,-18.71,18.74,7.497,11.243,-22.36,1.02,0.157,SN2018dcm,,,,,0.0638,261.422875,23.8691,SNIa,Ia,0,28.813441738474285
116,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abcvush,305.84,r,18.1142,-18.72,21.458,10.633,10.825,-21.55,1.11,0.185,SN2018dcn,,,,,0.05,256.6834583333333,18.357069444444445,SNIa,Ia,0,31.079621032598556
6365,,,,,,,ZTF18abdrbqp,307.73,g,17.8291,-16.78,43.409,4.844,38.565,-12.92,0.18,0.035,SN2018dcw,,,,,0.019,201.40470833333333,36.38441666666667,SNIIP,II,2,78.24430466854692
130,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abdiwpt,320.77,r,17.8692,-19.68,28.172,17.595,10.577,-19.87,0.54,0.045,SN2018ddg,,,,,0.073,213.07604166666667,62.64303055555556,SNIa,Ia,0,52.07069760481788
128,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abdiqdh,,,,,,,,,,,SN2018ddh,,,,,0.03834,184.6835,44.78196944444444,SNIa,Ia,0,71.17100638152586
123,,,ZTF,ZTF,ZTF,ZTF,ZTF18abdefet,310.89,r,18.6809,-19.00,23.063,11.694,11.369,-20.41,0.83,0.121,SN2018dds,,,,,0.075,266.0756375,68.02907222222223,SNIa,Ia,0,31.26642940671152
6368,,,,,,,ZTF18abecbks,312.74,r,17.898,-17.80,32.828,8.865,23.963,-20.69,0.52,0.121,SN2018ddu,,,,,0.03048,248.943875,71.68752777777779,SNIc,Ib/c,1,36.080325594332855
127,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abcysdx,308.83,r,18.7653,-18.73,26.979,11.991,14.988,-21.48,0.67,0.205,SN2018deq,,,,,0.067,272.988875,30.045416666666668,SNIa,Ia,0,21.12289057001342
135,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abdrmin,315.68,g,17.8392,-18.99,22.869,6.951,15.918,-21.93,1.12,0.068,SN2018der,,,,,0.05154,222.0234125,63.216675,SNIa,Ia,0,49.22394948115273
136,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abeaipj,,,,,,,,,,,SN2018des,,,,,0.08,260.037275,9.492291666666668,SNIa,Ia,0,24.56177558529932
6355,,,,,,,ZTF18abcfdzu,350.68,r,18.7639,-19.97,>93.013,54.063,>38.95,-19.38,0.83,0.032,SN2018dfa,,,,,0.125,230.217125,54.21552777777778,SNIIP,II,2,51.58758637812365
6366,,,,,,,ZTF18abeajml,314.75,g,17.8776,-18.40,30.615,8.635,21.98,-20.55,0.54,0.233,SN2018dfc,,,,,0.03651,252.03233333333336,24.30408333333333,SNII,II,2,37.10859402832369
6367,,,,,,,ZTF18abeamgv,314.72,r,18.6331,-17.34,27.115,8.895,18.22,-20.75,0.71,0.078,SN2018dgs,,,,,0.0351,255.074,38.39202777777778,SNIb,Ib/c,1,37.47082784910178
6364,,,,,,,ZTF18abdkkwa,326.79,r,18.098,-17.19,28.725,20.407,8.318,-20.67,0.82,0.113,SN2018dgx,,,,,0.02531,267.0221666666667,52.22372222222222,SNIc,Ib/c,1,30.6105095961294
6373,,,,,,,ZTF18abfhryc,323.91,g,16.6437,-19.38,25.918,9.345,16.573,-19.91,0.32,0.245,SN2018dhw,,,,,0.0323,284.9897916666667,72.26727777777778,SNIa,Ia,0,25.102734491509388
6369,,,,,,,ZTF18abeecwe,318.77,r,17.2297,-19.15,26.407,8.452,17.955,-20.74,1.10,0.228,SN2018dje,,,,,0.04,268.210625,21.382638888888888,SNIa,Ia,0,22.075598892922198
6372,,,,,,,ZTF18abfhaji,323.89,g,18.7105,-19.42,28.263,12.011,16.252,-18.04,0.51,0.123,SN2018dsw,,,,,0.09,263.80925,54.24688888888889,SNIa,Ia,0,32.66874836486269
142,,,ZTF,ZTF,ZTF,ZTF,ZTF18abetehf,320.67,g,18.1546,-19.19,21.743,10.311,11.432,-21.74,1.13,0.073,SN2018dvb,,,,,0.064875,233.48715,31.16983888888889,SNIa,Ia,0,54.484388467548555
134,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abdpvnd,,,,,,,,,,,SN2018dvf,,,,,0.046,348.5226208333333,29.633341666666663,SNIa,Ia,0,-28.645049973067078
6375,,,,,,,ZTF18abfzhct,325.74,r,17.8832,-18.35,21.176,11.196,9.98,-14.40,-0.38,0.049,SN2018dxt,,,,,0.04,254.723375,45.28886111111111,SNIc,Ib/c,1,38.26620961546517
6379,,,,,,,ZTF18abgqkpc,319.71,g,18.9011,-19.54,22.799,7.837,14.962,-22.03,1.17,0.045,SN2018dxu,,,,,0.108,217.541,55.88636111111112,SNIa,Ia,0,56.20766922233735
144,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abetewu,322.75,r,18.5461,-19.12,21.62,12.621,8.999,-20.02,0.81,0.04,SN2018dye,,,,,0.077,217.30905416666664,46.05085833333333,SNIa,Ia,0,62.944776935854534
140,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abespgb,315.74,r,18.1936,-18.54,23.694,5.693,18.001,-19.30,0.54,0.062,SN2018dyg,,,,,0.05,216.80330416666663,16.862669444444446,SNIa,Ia,0,65.6017639688847
141,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abesqnb,320.7,g,18.5821,-18.91,24.646,10.671,13.975,-20.42,0.69,0.058,SN2018dyh,,,,,0.07,224.8014583333333,71.37581944444443,SNII,II,2,42.32190971422335
120,,,ZTF,ZTF,ZTF,ZTF,ZTF18abddrhd,311.71,r,18.9495,-19.08,24.393,14.21,10.183,-20.08,0.48,0.056,SN2018dym,,,,,0.09,241.2673208333333,36.09408611111111,SNIa,Ia,0,48.246657290692575
133,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18abebzog,,,,,,,,,,,SN2018dyo,,,,,0.044,308.07762500000007,58.198430555555554,SNIa,Ia,0,10.81880358077732
138,,,ZTF,ZTF,ZTF,ZTF,ZTF18aansqun,308.74,r,18.7478,-18.36,22.316,3.681,18.635,-21.43,0.77,0.04,SN2018dyp,,,,,0.05964,251.2921125,42.71788055555556,SNIa,Ia,0,40.66531791098729
131,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abdkimx,312.83,g,18.4892,-19.28,21.528,8.047,13.481,-19.78,1.05,0.042,SN2018dyq,,,,,0.08,247.7958333333333,60.59776111111111,SNIa,Ia,0,40.41055029783502
6377,,,,,,,ZTF18abgkjff,331.69,r,17.2875,-19.25,26.87,9.576,17.294,-21.54,1.07,0.098,SN2018dyz,,,,,0.045,227.66866666666667,8.574305555555556,SNIa,Ia,0,52.23674261500221
6363,,,,,,,ZTF18abdfydj,306.81,g,18.3819,-19.11,25.88,5.84,20.04,-18.00,0.97,0.056,SN2018dzr,,,,,0.07,255.5940416666667,57.75141666666666,SNIa,Ia,0,37.09932424421578
6374,,,,,,,ZTF18abfzfcv,330.8,r,18.6633,-17.45,23.636,16.824,6.812,-21.12,0.68,0.036,SN2018dzw,,,,,0.038,239.1076666666667,46.89925,SNIIb,Ib/c,1,48.89192751199828
147,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abfgygp,323.89,g,18.0213,-19.54,23.166,11.361,11.805,-19.22,0.44,0.114,SN2018ead,,,,,0.07,274.33945416666666,54.537413888888885,SNIa,Ia,0,26.6087421069137
139,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abeegsl,314.91,r,18.9846,-18.61,15.841,7.527,8.314,-22.17,1.04,0.127,SN2018eag,,,,,0.072,284.3179875,46.49909722222223,SNIa,Ia,0,18.370505435269667
6376,,,,,,,ZTF18abfzixe,327.77,r,18.778,-17.16,>64.195,18.345,>45.85,-17.40,0.25,0.123,SN2018eam,,,,,0.034,240.491375,29.41488888888889,SNIIP,II,2,48.2782668753149
6370,,,,,,,ZTF18abeyqpr,322.78,r,18.8125,-17.84,20.662,10.749,9.913,-20.51,0.52,0.114,SN2018eaw,,,,,0.0472,266.0551666666667,66.7128888888889,SNIc,Ib/c,1,31.369656919230298
6378,,,,,,,ZTF18abgmcmv,332.81,r,16.3722,-18.24,26.344,13.644,12.7,-,-,0.129,SN2018eay,,,,,0.0185,274.0545,55.59086111111111,SNIa-91T,Ia,0,26.948009356062183
154,,,ZTF,ZTF,ZTF,ZTF,ZTF18aawurud,332.81,r,17.769,-19.04,29.558,15.487,14.071,-22.85,1.27,0.153,SN2018eaz,,,,,0.05,280.73006250000003,50.65933333333333,SNIa,Ia,0,21.938861088296534
149,,,ZTF,ZTF,ZTF,ZTF,ZTF18aailmnv,324.78,g,18.1829,-19.57,23.992,6.743,17.249,-19.87,0.68,0.027,SN2018ebo,,,,,0.08,214.20210000000003,58.48540277777778,SNIa,Ia,0,55.28916742688813
148,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abixkjh,327.67,g,18.0429,-19.51,23.823,7.838,15.985,-16.97,0.16,0.105,SN2018ecp,,,,,0.07,232.5884333333333,27.62950833333333,SNIa,Ia,0,54.873042890124395
146,,,ZTF,ZTF,ZTF,ZTF,ZTF18abfwuwn,322.7,g,18.7403,-19.56,26.689,8.618,18.071,-19.63,0.39,0.071,SN2018ecq,,,,,0.1,251.4281833333333,37.89042777777778,SNIa,Ia,0,40.264057850718594
153,,,ZTF,ZTF,ZTF,ZTF,ZTF18abhxidv,,,,,,,,,,,SN2018ecr,,,,,0.07,275.7707875,27.471119444444444,SNIa,Ia,0,17.926186835497816
158,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abilofa,,,,,,,,,,,SN2018ect,,,,,0.07,338.78501666666665,17.389069444444445,SNIa,Ia,0,-34.556597831479365
150,,,ZTF,ZTF,ZTF,ZTF,ZTF18abgosbg,,,,,,,,,,,SN2018edw,,,,,0.08,287.16901666666666,78.47771666666667,SNIa,Ia,0,25.685791285385115
6380,,,,,,,ZTF18abgxvra,333.83,r,18.697,-19.60,27.389,16.177,11.212,-21.16,1.29,0.102,SN2018efb,,,,,0.1,266.18454166666663,38.16405555555556,SNIa,Ia,0,28.85183168741491
151,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abgrbjb,,,,,,,,,,,SN2018efd,,,,,0.03,274.9985875,51.79647222222222,SNIIb,Ib/c,1,25.69628177309064
157,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abjgyyr,332.84,r,17.9895,-18.94,23.874,8.362,15.512,-21.07,0.81,0.298,SN2018efe,,,,,0.05,309.9164208333333,13.13576111111111,SNIa,Ia,0,-16.89476479375679
161,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abimhfu,322.69,g,18.7819,-17.99,17.575,3.537,14.038,-15.46,0.42,0.07,SN2018efj,,,,,0.05,240.1422666666667,31.642983333333333,SNII,II,2,48.86950787214115
156,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abiirfq,,,,,,,,,,,SN2018efk,,,,,0.0499,185.65340416666663,47.96926388888889,SNIa,Ia,0,68.41373402506957
164,,,"ZTF, ATLAS","ZTF, ATLAS","ZTF, ePESSTO",ATLAS; ZTF,ZTF18abjrfqx,340.88,r,17.5849,-18.87,22.077,10.699,11.378,-20.24,0.70,0.315,SN2018elj,,,,,0.04,332.0973875,11.379286111111112,SNIa,Ia,0,-34.81183344773605
49,,,ZTF,ZTF,ZTF,ZTF,ZTF18aavqdyq,343.83,r,18.7519,-16.59,85.856,58.999,26.857,-18.32,0.34,0.114,SN2018elk,,,,,0.026,268.4345916666667,40.75576944444445,SNII,II,2,27.750637108169677
155,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abhhnnv,327.79,r,18.9517,-18.40,24.161,8.287,15.874,-18.18,0.02,0.16,SN2018ell,,,,,0.0638,252.4875625,27.64077222222222,SNIc-BL,Ib/c,1,37.60217533122214
152,,,ZTF,ZTF,ZTF,ZTF,ZTF18abhqdpv,,,,,,,,,,,SN2018elm,,,,,0.0435,339.3379375,22.37956944444445,SNIa,Ia,0,-30.828415074113146
7255,,,,,,,ZTF22aamjqvc,1749.72,r,17.865,-17.81,23.382,12.952,10.43,-19.10,0.55,0.131,SN2018elp,,,,,0.03,217.82916666666668,21.29002777777778,SNII,II,2,66.5350836439893
168,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abkhcrj,343.66,r,17.4105,-18.80,25.771,10.314,15.457,-19.84,1.08,0.141,SN2018emi,,,,,0.03823,256.65137500000003,24.545319444444445,SNIa,Ia,0,33.15807875447247
162,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF18abjwahi,336.71,r,18.877,-19.48,35.312,13.518,21.794,-20.57,1.14,0.178,SN2018emj,,,,,0.1,240.0149,23.38065,SNIa,Ia,0,47.43074851867969
167,,,"ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abkhcwl,343.67,g,16.4134,-19.37,23.305,8.248,15.057,-19.49,0.62,0.089,SN2018eml,,,,,0.03164,236.5295833333333,29.733480555555555,SNIa,Ia,0,51.73456223028433
163,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abjvhec,337.68,g,17.5469,-19.50,31.749,6.787,24.962,-22.69,0.90,0.065,SN2018emv,,,,,0.0569,226.3768333333333,30.910255555555555,SNIa,Ia,0,60.55781434579563
165,,,ZTF,ZTF,ZTF,ZTF,ZTF18aartjmf,,,,,,,,,,,SN2018emx,,,,,0.0878,231.74496666666667,8.261491666666666,SNIa,Ia,0,48.68578069639032
170,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abkhbra,,,,,,,,,,,SN2018emy,,,,,0.04,221.37662083333333,17.258222222222223,SNIa,Ia,0,61.89456408397815
159,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abimsyv,332.7,g,18.4877,-19.49,24.614,8.881,15.733,-19.74,0.60,0.106,SN2018eni,,,,,0.085,274.7990708333333,54.088683333333336,SNIa,Ia,0,26.26396765323594
169,,,ZTF,ZTF,ZTF,ZTF,ZTF18abjtgdo,336.74,g,18.3637,-19.22,19.932,5.92,14.012,-21.64,1.08,0.035,SN2018epj,,,,,0.07393,226.09835416666667,61.62144722222222,SNIa,Ia,0,49.02418236921841
121,,,ZTF,ZTF,ZTF,ZTF,ZTF18abdfwur,308.7,g,18.4135,-19.10,20.317,7.74,12.577,-19.87,0.98,0.071,SN2018eps,,,,,0.07,245.1799208333333,65.63915555555556,SNIa,Ia,0,39.77512126857951
6384,,,,,,,ZTF18abkudjo,343.67,g,18.8301,-19.25,27.186,8.195,18.991,-21.41,0.81,0.041,SN2018eqg,,,,,0.09216,227.060625,34.86833333333333,SNIa,Ia,0,59.838668207833514
171,,,ZTF,ZTF,ZTF,ZTF,ZTF18abjtger,334.68,g,18.8615,-19.56,33.761,8.724,25.037,-20.88,0.59,0.066,SN2018err,,,,,0.106,234.2212375,66.05808611111111,SNIa,Ia,0,43.45810154027756
166,,,ZTF,ZTF,ZTF,ZTF,ZTF18abkifng,340.83,g,18.4126,-19.63,25.996,6.255,19.741,-22.34,1.25,0.096,SN2018ers,,,,,0.088,242.4701583333333,65.93846666666667,SNIa,Ia,0,40.65405154204805
9261,,,ZTF,ZTF,ZTF,ZTF,ZTF18aaoxryq,346.68,r,18.8561,-19.34,20.362,13.323,7.039,-20.92,0.93,0.145,SN2018ert,,,,,0.094,248.8439208333333,22.46839722222222,SNIa,Ia,0,39.37156282890976
179,,,ZTF,ZTF,ZTF,ZTF,ZTF18ablqehq,,,,,,,,,,,SN2018eru,,,,,0.03069,185.1158625,41.79289166666666,SNIIn,II,2,74.02321883414187
6383,,,,,,,ZTF18abkjnqy,346.67,r,17.9388,-17.28,>34.911,15.941,>18.97,-20.76,0.91,0.151,SN2018erw,,,,,0.02418,233.95058333333333,21.73880555555556,SNIc,Ib/c,1,52.36680477749166
175,,,ZTF,ZTF,ZTF,ZTF,ZTF18abjyime,,,,,,,,,,,SN2018ery,,,,,0.07,237.7763833333333,8.975483333333333,SNIa,Ia,0,43.91977301028153
172,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abktphg,343.88,g,18.2143,-19.38,23.675,11.07,12.605,-20.91,0.86,0.139,SN2018esa,,,,,0.07,340.2617333333334,20.72556111111111,SNIa,Ia,0,-32.67686908832862
6385,,,,,,,ZTF18ablmflp,348.69,r,17.9035,-18.43,>39.423,12.503,>26.92,-21.62,1.00,0.037,SN2018etj,,,,,0.042,211.0965,60.02444444444444,SNIa,Ia,0,54.81745288480825
6382,,,,,,,ZTF18abjdjge,337.7,r,18.9814,-19.87,26.319,13.306,13.013,-16.77,1.09,0.068,SN2018ety,,,,,0.13,224.69366666666667,44.67069444444444,SNIa-91T,Ia,0,59.12494860782945
177,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18aasprui,346.66,g,17.363,-18.77,22.441,6.44,16.001,-21.03,0.87,0.045,SN2018euz,,,,,0.038,243.64083333333332,36.94338055555555,SNIa,Ia,0,46.36935159956345
174,,,ZTF,ZTF,ZTF,ZTF,ZTF18abjyjdz,343.65,r,18.6346,-17.66,>36.102,18.112,>17.99,-18.08,0.71,0.116,SN2018eva,,,,,0.04,238.0443958333333,13.022694444444443,SNIb,Ib/c,1,45.5530507295035
6432,,,,,,,ZTF18actuhrs,477.04,r,16.2186,-19.40,>178.155,>8,170.155,-21.46,1.00,0.156,SN2018evt,,,,,0.029,206.66325000000003,-9.643333333333333,SNIa-CSM,Ia,0,50.86739859691153
6386,,,,,,,ZTF18ablqjul,353.66,r,18.8398,-19.41,>39.428,14.458,>24.97,-16.76,0.47,0.043,SN2018exh,,,,,0.1,226.9130416666667,38.213638888888894,SNIa,Ia,0,59.47714610283488
6388,,,,,,,ZTF18abltaxf,344.67,g,18.2475,-18.93,21.955,4.974,16.981,-23.00,1.10,0.075,SN2018eyh,,,,,0.06,223.65466666666669,69.64844444444445,SNIa,Ia,0,43.899682842668604
6389,,,,,,,ZTF18abltdfj,343.66,r,17.9937,-17.61,18.156,11.115,7.041,-20.82,1.09,0.017,SN2018eyi,,,,,0.03038,246.30212500000005,40.84027777777778,SNIa-91bg,Ia,0,44.365425957943806
173,,,ZTF,ZTF,ZTF,ZTF,ZTF18abjstcm,342.83,r,18.8676,-18.96,19.806,12.443,7.363,-22.40,0.98,0.168,SN2018ezy,,,,,0.079,284.718825,69.01349444444445,SNIa,Ia,0,24.544127596699973
184,,,ZTF,ZTF,ZTF,ZTF,ZTF18ablwtkf,348.84,g,17.6533,-19.31,17.72,7.016,10.704,-21.01,1.05,0.13,SN2018ezz,,,,,0.053,279.46613333333335,51.838,SNIa,Ia,0,23.02137391523639
178,,,ZTF,ZTF,ZTF,ZTF,ZTF18ablongw,349.74,r,18.904,-18.93,26.798,13.855,12.943,-22.51,0.88,0.076,SN2018fae,,,,,0.08181,262.67814583333336,62.83113055555556,SNIa,Ia,0,33.0842189323346
180,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18ablqlzp,350.65,r,17.408,-18.94,24.185,9.167,15.018,-22.24,0.90,0.091,SN2018fbh,,,,,0.0414,234.13326666666663,41.79989722222222,SNIa,Ia,0,53.375816084966154
176,,,ZTF,ZTF,ZTF,ZTF,ZTF18ablhvfr,344.66,g,18.404,-19.50,24.43,7.284,17.146,-18.81,0.39,0.041,SN2018fcd,,,,,0.085,235.04620416666663,61.53001388888889,SNIa,Ia,0,45.65934479888921
183,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abmasep,,,,,,,,,,,SN2018fcg,,,,,0.101,317.40325,33.483200000000004,SLSN-I,SLSN,3,-9.749648818977539
6390,,,,,,,ZTF18abltfho,362.66,r,18.3157,-18.66,>42.356,15.366,>26.99,-22.12,0.55,0.096,SN2018fdt,,,,,0.055,256.18470833333333,38.23555555555556,SNIIn,II,2,36.586317654505784
195,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18abmogag,,,,,,,,,,,SN2018fdy,,,,,0.0823,13.304220833333334,20.71470833333333,SNIa,Ia,0,-42.15510096597854
185,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18abmmkaz,352.71,g,18.092,-19.53,27.204,8.222,18.982,-,-,0.301,SN2018fdz,,,,,0.065,273.82725833333336,29.910727777777776,SNIa,Ia,0,20.39469954021898
199,,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ePESSTO, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF18abmxahs,362.71,g,15.1605,-19.06,24.363,9.007,15.356,-19.33,0.53,0.166,SN2018feb,,,,,0.0148,257.54654166666666,21.64906111111111,SNIa,Ia,0,31.46012067066345
188,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18abmmdif,352.85,g,18.2741,-19.42,23.343,8.336,15.007,-21.24,0.74,0.099,SN2018fec,,,,,0.075,270.14662500000003,61.69773055555555,SNIa,Ia,0,29.62586663652335
6387,,,,,,,ZTF18ablqqqp,349.67,g,18.8149,-19.57,27.83,8.843,18.987,-19.20,0.52,0.146,SN2018fel,,,,,0.1,253.13008333333332,23.3835,SNIa,Ia,0,35.87882186862032
160,,,ZTF,ZTF,ZTF,ZTF,ZTF18abiybfq,,,,,,,,,,,SN2018fet,,,,,0.032,293.0301958333333,0.3788333333333333,SNIa,Ia,0,-8.866766013561696
