mjd,magpsf,sigmapsf,fid,objId,magzpsci,isdiffpos
58975.430,19.864,0.091,2,SN2020jfx,27.5,t
58976.311,19.549,0.204,2,SN2020jfx,27.5,t
58976.330,20.003,0.271,1,SN2020jfx,27.5,t
58977.262,19.716,0.210,2,SN2020jfx,27.5,t
58977.424,19.546,0.239,1,SN2020jfx,27.5,t
58978.266,19.865,0.108,2,SN2020jfx,27.5,t
58978.285,19.633,0.127,1,SN2020jfx,27.5,t
58979.290,19.882,0.104,1,SN2020jfx,27.5,t
58979.305,19.969,0.122,2,SN2020jfx,27.5,t
58980.296,19.845,0.096,1,SN2020jfx,27.5,t
58980.297,19.935,0.095,2,SN2020jfx,27.5,t
58981.262,19.788,0.095,2,SN2020jfx,27.5,t
58981.308,19.859,0.097,1,SN2020jfx,27.5,t
58982.460,19.922,0.093,1,SN2020jfx,27.5,t
58984.290,19.876,0.058,1,SN2020jfx,27.5,t
58985.282,19.900,0.060,2,SN2020jfx,27.5,t
58985.301,19.851,0.071,1,SN2020jfx,27.5,t
58986.295,19.775,0.069,2,SN2020jfx,27.5,t
58986.329,19.929,0.071,1,SN2020jfx,27.5,t
58987.309,20.071,0.070,1,SN2020jfx,27.5,t
58987.316,19.818,0.055,2,SN2020jfx,27.5,t
58987.380,19.922,0.073,1,SN2020jfx,27.5,t
58991.262,19.987,0.073,2,SN2020jfx,27.5,t
58991.317,20.132,0.082,1,SN2020jfx,27.5,t
58992.275,20.091,0.080,2,SN2020jfx,27.5,t
58992.330,20.364,0.117,1,SN2020jfx,27.5,t
58993.296,20.124,0.098,2,SN2020jfx,27.5,t
58994.298,20.219,0.064,2,SN2020jfx,27.5,t
58994.308,20.441,0.124,1,SN2020jfx,27.5,t
58995.272,20.163,0.075,2,SN2020jfx,27.5,t
58995.309,20.398,0.101,1,SN2020jfx,27.5,t
58996.292,20.143,0.072,2,SN2020jfx,27.5,t
58996.329,20.441,0.116,1,SN2020jfx,27.5,t
58997.277,20.390,0.115,2,SN2020jfx,27.5,t
58997.282,20.748,0.149,1,SN2020jfx,27.5,t
58997.320,20.807,0.206,1,SN2020jfx,27.5,t
58998.297,20.452,0.117,2,SN2020jfx,27.5,t
58998.331,20.729,0.151,1,SN2020jfx,27.5,t
58999.313,20.513,0.174,2,SN2020jfx,27.5,t
58999.370,20.880,0.128,1,SN2020jfx,27.5,t
59000.250,20.817,0.233,1,SN2020jfx,27.5,t
59001.253,20.462,0.196,2,SN2020jfx,27.5,t
59003.390,20.047,0.133,2,SN2020jfx,27.5,t
59012.245,20.602,0.107,2,SN2020jfx,27.5,t
59014.420,21.295,0.201,1,SN2020jfx,27.5,t
59016.243,20.875,0.218,2,SN2020jfx,27.5,t
59017.290,20.821,0.146,2,SN2020jfx,27.5,t
59019.227,21.147,0.206,2,SN2020jfx,27.5,t
59022.235,21.127,0.189,2,SN2020jfx,27.5,t
59022.290,20.731,0.173,2,SN2020jfx,27.5,t
59025.206,20.867,0.232,2,SN2020jfx,27.5,t
59028.223,21.086,0.269,2,SN2020jfx,27.5,t
59030.290,21.133,0.201,2,SN2020jfx,27.5,t
59040.270,21.323,0.226,2,SN2020jfx,27.5,t
59041.233,21.447,0.249,2,SN2020jfx,27.5,t
59047.270,21.150,0.209,2,SN2020jfx,27.5,t
59054.206,21.304,0.244,2,SN2020jfx,27.5,t
59061.280,21.031,0.255,2,SN2020jfx,27.5,t
59066.270,20.696,0.159,2,SN2020jfx,27.5,t
59069.196,21.171,0.223,2,SN2020jfx,27.5,t
59081.250,21.634,0.264,1,SN2020jfx,27.5,t
59100.240,21.358,0.261,2,SN2020jfx,27.5,t
59226.640,21.212,0.220,2,SN2020jfx,27.5,t
59246.640,20.967,0.243,2,SN2020jfx,27.5,t
58980.260,15.504,0.005,2,SN2020jgl,27.5,t
58980.260,15.651,0.004,1,SN2020jgl,27.5,t
58985.260,15.048,0.009,2,SN2020jgl,27.5,t
58985.260,14.347,0.003,1,SN2020jgl,27.5,t
58987.260,14.021,0.002,2,SN2020jgl,27.5,t
58987.260,14.071,0.002,1,SN2020jgl,27.5,t
58990.260,14.029,0.004,2,SN2020jgl,27.5,t
58992.260,13.756,0.003,2,SN2020jgl,27.5,t
58992.260,13.813,0.003,1,SN2020jgl,27.5,t
58994.260,13.727,0.002,2,SN2020jgl,27.5,t
58994.260,13.831,0.002,1,SN2020jgl,27.5,t
59000.270,13.931,0.002,2,SN2020jgl,27.5,t
59000.270,14.045,0.003,1,SN2020jgl,27.5,t
59004.270,14.237,0.004,2,SN2020jgl,27.5,t
59004.270,14.288,0.004,1,SN2020jgl,27.5,t
59007.260,14.368,0.003,2,SN2020jgl,27.5,t
59007.260,14.552,0.004,1,SN2020jgl,27.5,t
59010.270,14.788,0.005,1,SN2020jgl,27.5,t
59010.270,14.445,0.003,2,SN2020jgl,27.5,t
59013.260,14.434,0.005,2,SN2020jgl,27.5,t
59013.260,15.027,0.007,1,SN2020jgl,27.5,t
59015.260,14.502,0.003,2,SN2020jgl,27.5,t
59017.270,14.501,0.004,2,SN2020jgl,27.5,t
59017.270,15.420,0.007,1,SN2020jgl,27.5,t
59152.497,19.013,0.135,2,SN2020jgl,27.5,t
59152.507,18.138,0.055,1,SN2020jgl,27.5,t
59153.497,19.060,0.121,2,SN2020jgl,27.5,t
59153.510,18.204,0.075,1,SN2020jgl,27.5,t
59158.500,18.143,0.057,1,SN2020jgl,27.5,t
59159.011,19.020,0.099,2,SN2020jgl,27.5,t
59159.523,18.154,0.031,1,SN2020jgl,27.5,t
59165.481,19.208,0.066,2,SN2020jgl,27.5,t
59166.492,18.301,0.027,1,SN2020jgl,27.5,t
59166.538,19.214,0.061,2,SN2020jgl,27.5,t
59168.442,19.244,0.114,2,SN2020jgl,27.5,t
59169.483,18.437,0.034,1,SN2020jgl,27.5,t
59169.525,19.306,0.095,2,SN2020jgl,27.5,t
59170.479,18.343,0.030,1,SN2020jgl,27.5,t
59171.510,18.393,0.027,1,SN2020jgl,27.5,t
59176.501,18.445,0.030,1,SN2020jgl,27.5,t
59176.545,19.561,0.105,2,SN2020jgl,27.5,t
59179.460,18.623,0.053,1,SN2020jgl,27.5,t
59179.504,19.630,0.117,2,SN2020jgl,27.5,t
59181.481,19.385,0.124,2,SN2020jgl,27.5,t
59181.503,18.560,0.076,1,SN2020jgl,27.5,t
59185.483,18.527,0.063,1,SN2020jgl,27.5,t
59185.542,19.868,0.196,2,SN2020jgl,27.5,t
59187.504,18.627,0.135,1,SN2020jgl,27.5,t
59193.460,18.700,0.044,1,SN2020jgl,27.5,t
59193.520,20.073,0.156,2,SN2020jgl,27.5,t
59195.481,19.870,0.165,2,SN2020jgl,27.5,t
59198.439,20.035,0.174,2,SN2020jgl,27.5,t
59200.421,18.820,0.077,1,SN2020jgl,27.5,t
59203.459,20.027,0.181,2,SN2020jgl,27.5,t
59218.375,19.122,0.100,1,SN2020jgl,27.5,t
59218.422,20.388,0.228,2,SN2020jgl,27.5,t
59220.440,19.047,0.145,1,SN2020jgl,27.5,t
59222.461,20.335,0.185,2,SN2020jgl,27.5,t
59224.372,20.333,0.254,2,SN2020jgl,27.5,t
59224.439,19.332,0.106,1,SN2020jgl,27.5,t
59226.379,19.157,0.070,1,SN2020jgl,27.5,t
59228.375,19.240,0.063,1,SN2020jgl,27.5,t
59228.442,20.499,0.199,2,SN2020jgl,27.5,t
59230.360,19.221,0.059,1,SN2020jgl,27.5,t
59230.419,20.554,0.205,2,SN2020jgl,27.5,t
59232.378,19.171,0.048,1,SN2020jgl,27.5,t
59232.398,20.840,0.250,2,SN2020jgl,27.5,t
59248.273,19.473,0.085,1,SN2020jgl,27.5,t
59251.358,19.666,0.175,1,SN2020jgl,27.5,t
59253.332,20.954,0.239,2,SN2020jgl,27.5,t
59256.311,19.502,0.067,1,SN2020jgl,27.5,t
59256.378,20.538,0.185,2,SN2020jgl,27.5,t
59260.293,19.699,0.209,1,SN2020jgl,27.5,t
59263.337,19.431,0.127,1,SN2020jgl,27.5,t
59267.274,19.578,0.152,1,SN2020jgl,27.5,t
59269.257,19.527,0.144,1,SN2020jgl,27.5,t
59275.187,19.867,0.192,1,SN2020jgl,27.5,t
59278.231,19.831,0.142,1,SN2020jgl,27.5,t
59281.319,20.099,0.214,1,SN2020jgl,27.5,t
59293.273,19.858,0.120,1,SN2020jgl,27.5,t
59308.251,20.145,0.147,1,SN2020jgl,27.5,t
59312.210,20.280,0.166,1,SN2020jgl,27.5,t
59314.211,20.278,0.198,1,SN2020jgl,27.5,t
59316.213,20.394,0.157,1,SN2020jgl,27.5,t
59321.169,20.525,0.174,1,SN2020jgl,27.5,t
59325.211,20.320,0.249,1,SN2020jgl,27.5,t
58973.165,20.388,0.244,2,SN2020jhs,27.5,t
58973.250,20.980,0.229,2,SN2020jhs,27.5,t
58974.300,20.193,0.139,2,SN2020jhs,27.5,t
58975.167,19.692,0.126,2,SN2020jhs,27.5,t
58975.214,19.732,0.185,1,SN2020jhs,27.5,t
58978.187,18.959,0.041,1,SN2020jhs,27.5,t
58978.229,19.127,0.067,2,SN2020jhs,27.5,t
58981.172,18.683,0.030,1,SN2020jhs,27.5,t
58981.229,18.772,0.045,2,SN2020jhs,27.5,t
58984.260,18.470,0.021,1,SN2020jhs,27.5,t
58986.186,18.283,0.022,1,SN2020jhs,27.5,t
58986.235,18.285,0.028,2,SN2020jhs,27.5,t
58987.260,18.329,0.022,1,SN2020jhs,27.5,t
58987.260,18.501,0.026,2,SN2020jhs,27.5,t
58989.270,18.251,0.023,1,SN2020jhs,27.5,t
58996.173,18.031,0.021,1,SN2020jhs,27.5,t
58996.234,17.931,0.024,2,SN2020jhs,27.5,t
58999.170,17.940,0.030,2,SN2020jhs,27.5,t
58999.202,18.251,0.057,1,SN2020jhs,27.5,t
59016.187,17.746,0.027,2,SN2020jhs,27.5,t
59018.187,17.650,0.020,2,SN2020jhs,27.5,t
59020.180,17.696,0.028,2,SN2020jhs,27.5,t
59022.187,17.741,0.029,2,SN2020jhs,27.5,t
59024.180,17.704,0.031,2,SN2020jhs,27.5,t
59126.490,18.426,0.059,1,SN2020jhs,27.5,t
59126.530,17.789,0.028,2,SN2020jhs,27.5,t
59128.472,18.403,0.073,1,SN2020jhs,27.5,t
59128.518,17.827,0.024,2,SN2020jhs,27.5,t
59130.504,18.599,0.068,1,SN2020jhs,27.5,t
59130.530,17.867,0.023,2,SN2020jhs,27.5,t
59136.448,18.466,0.029,1,SN2020jhs,27.5,t
59136.504,17.825,0.018,2,SN2020jhs,27.5,t
59139.452,18.500,0.048,1,SN2020jhs,27.5,t
59139.507,17.845,0.018,2,SN2020jhs,27.5,t
59141.472,18.587,0.028,1,SN2020jhs,27.5,t
59141.510,17.912,0.018,2,SN2020jhs,27.5,t
59143.489,17.865,0.017,2,SN2020jhs,27.5,t
59143.518,18.553,0.024,1,SN2020jhs,27.5,t
59145.476,18.590,0.027,1,SN2020jhs,27.5,t
59145.509,17.900,0.015,2,SN2020jhs,27.5,t
59149.512,18.711,0.037,1,SN2020jhs,27.5,t
59150.510,18.607,0.026,1,SN2020jhs,27.5,t
59150.529,17.968,0.020,2,SN2020jhs,27.5,t
59152.485,17.922,0.028,2,SN2020jhs,27.5,t
59152.538,18.639,0.039,1,SN2020jhs,27.5,t
59155.479,17.858,0.021,2,SN2020jhs,27.5,t
59155.525,18.633,0.044,1,SN2020jhs,27.5,t
59158.486,18.655,0.052,1,SN2020jhs,27.5,t
59158.537,17.962,0.081,2,SN2020jhs,27.5,t
59165.477,17.985,0.017,2,SN2020jhs,27.5,t
59165.508,18.655,0.025,1,SN2020jhs,27.5,t
59168.444,17.978,0.022,2,SN2020jhs,27.5,t
59168.487,18.699,0.027,1,SN2020jhs,27.5,t
59170.485,18.694,0.027,1,SN2020jhs,27.5,t
59170.518,17.938,0.017,2,SN2020jhs,27.5,t
59173.497,18.688,0.036,1,SN2020jhs,27.5,t
59173.511,17.936,0.023,2,SN2020jhs,27.5,t
59175.519,17.926,0.066,2,SN2020jhs,27.5,t
59175.527,18.670,0.080,1,SN2020jhs,27.5,t
59175.610,18.773,0.046,1,SN2020jhs,27.5,t
59179.464,18.819,0.033,1,SN2020jhs,27.5,t
59179.511,18.022,0.017,2,SN2020jhs,27.5,t
59180.520,18.373,0.026,2,SN2020jhs,27.5,t
59181.477,18.017,0.024,2,SN2020jhs,27.5,t
59181.524,18.798,0.040,1,SN2020jhs,27.5,t
59184.550,18.378,0.026,2,SN2020jhs,27.5,t
59185.487,18.671,0.051,1,SN2020jhs,27.5,t
59187.381,18.889,0.106,1,SN2020jhs,27.5,t
59187.476,18.089,0.052,2,SN2020jhs,27.5,t
59192.640,18.816,0.030,1,SN2020jhs,27.5,t
59193.422,18.894,0.033,1,SN2020jhs,27.5,t
59193.502,18.075,0.020,2,SN2020jhs,27.5,t
59195.499,18.050,0.019,2,SN2020jhs,27.5,t
59195.530,18.940,0.044,1,SN2020jhs,27.5,t
59198.395,18.882,0.032,1,SN2020jhs,27.5,t
59198.443,18.108,0.019,2,SN2020jhs,27.5,t
59200.423,18.816,0.055,1,SN2020jhs,27.5,t
59200.508,18.034,0.031,2,SN2020jhs,27.5,t
59203.410,18.972,0.045,1,SN2020jhs,27.5,t
59203.479,18.099,0.021,2,SN2020jhs,27.5,t
59204.650,18.864,0.052,1,SN2020jhs,27.5,t
59205.383,18.883,0.029,1,SN2020jhs,27.5,t
59207.460,18.526,0.021,2,SN2020jhs,27.5,t
59209.450,18.559,0.038,2,SN2020jhs,27.5,t
59210.427,18.115,0.026,2,SN2020jhs,27.5,t
59212.470,18.548,0.028,2,SN2020jhs,27.5,t
59218.369,18.993,0.066,1,SN2020jhs,27.5,t
59218.416,18.032,0.023,2,SN2020jhs,27.5,t
59219.440,18.945,0.029,1,SN2020jhs,27.5,t
59220.364,19.034,0.070,1,SN2020jhs,27.5,t
59220.472,18.042,0.118,2,SN2020jhs,27.5,t
59221.470,18.976,0.029,1,SN2020jhs,27.5,t
59222.351,18.055,0.021,2,SN2020jhs,27.5,t
59222.458,19.037,0.038,1,SN2020jhs,27.5,t
59223.420,18.970,0.035,1,SN2020jhs,27.5,t
59224.369,18.212,0.026,2,SN2020jhs,27.5,t
59224.445,19.108,0.055,1,SN2020jhs,27.5,t
59226.423,18.206,0.024,2,SN2020jhs,27.5,t
59226.449,19.044,0.040,1,SN2020jhs,27.5,t
59228.374,18.992,0.035,1,SN2020jhs,27.5,t
59228.467,18.121,0.018,2,SN2020jhs,27.5,t
59228.620,18.607,0.033,2,SN2020jhs,27.5,t
59228.620,19.056,0.045,1,SN2020jhs,27.5,t
59230.432,18.175,0.020,2,SN2020jhs,27.5,t
59230.471,19.022,0.035,1,SN2020jhs,27.5,t
59232.337,18.123,0.016,2,SN2020jhs,27.5,t
59232.426,19.025,0.034,1,SN2020jhs,27.5,t
59235.520,19.165,0.077,1,SN2020jhs,27.5,t
59246.360,18.683,0.055,2,SN2020jhs,27.5,t
59249.279,19.298,0.153,1,SN2020jhs,27.5,t
59249.352,18.406,0.059,2,SN2020jhs,27.5,t
59251.328,18.192,0.020,2,SN2020jhs,27.5,t
59251.405,19.134,0.038,1,SN2020jhs,27.5,t
59253.341,18.152,0.017,2,SN2020jhs,27.5,t
59253.393,19.162,0.037,1,SN2020jhs,27.5,t
59253.510,19.142,0.046,1,SN2020jhs,27.5,t
59253.520,18.711,0.029,2,SN2020jhs,27.5,t
59255.370,19.179,0.035,1,SN2020jhs,27.5,t
59257.257,18.180,0.026,2,SN2020jhs,27.5,t
59257.510,19.198,0.038,1,SN2020jhs,27.5,t
59262.246,18.315,0.029,2,SN2020jhs,27.5,t
59264.308,18.203,0.021,2,SN2020jhs,27.5,t
59264.319,19.228,0.043,1,SN2020jhs,27.5,t
59266.256,18.314,0.035,2,SN2020jhs,27.5,t
59266.282,19.257,0.078,1,SN2020jhs,27.5,t
59268.213,19.136,0.075,1,SN2020jhs,27.5,t
59268.299,18.229,0.028,2,SN2020jhs,27.5,t
59272.258,18.402,0.095,2,SN2020jhs,27.5,t
59272.395,19.460,0.233,1,SN2020jhs,27.5,t
59274.200,19.097,0.153,1,SN2020jhs,27.5,t
59274.415,18.336,0.080,2,SN2020jhs,27.5,t
59276.275,18.230,0.024,2,SN2020jhs,27.5,t
59278.460,19.668,0.220,1,SN2020jhs,27.5,t
59280.219,19.318,0.039,1,SN2020jhs,27.5,t
59280.253,18.267,0.018,2,SN2020jhs,27.5,t
59290.234,18.282,0.021,2,SN2020jhs,27.5,t
59290.332,19.348,0.050,1,SN2020jhs,27.5,t
59291.430,19.432,0.040,1,SN2020jhs,27.5,t
59291.430,18.929,0.027,2,SN2020jhs,27.5,t
59292.237,18.255,0.020,2,SN2020jhs,27.5,t
59292.312,19.313,0.049,1,SN2020jhs,27.5,t
59294.210,18.303,0.028,2,SN2020jhs,27.5,t
59294.233,19.441,0.082,1,SN2020jhs,27.5,t
59296.212,18.367,0.047,2,SN2020jhs,27.5,t
59296.303,19.605,0.197,1,SN2020jhs,27.5,t
59301.258,19.118,0.143,1,SN2020jhs,27.5,t
59301.285,18.401,0.077,2,SN2020jhs,27.5,t
59303.259,19.383,0.105,1,SN2020jhs,27.5,t
59303.324,18.279,0.036,2,SN2020jhs,27.5,t
59303.340,19.028,0.058,2,SN2020jhs,27.5,t
59306.235,18.301,0.021,2,SN2020jhs,27.5,t
59306.310,19.410,0.063,1,SN2020jhs,27.5,t
59306.400,19.036,0.037,2,SN2020jhs,27.5,t
59308.194,18.361,0.021,2,SN2020jhs,27.5,t
59308.267,19.437,0.046,1,SN2020jhs,27.5,t
59310.193,18.388,0.029,2,SN2020jhs,27.5,t
59312.235,19.486,0.054,1,SN2020jhs,27.5,t
59312.269,18.422,0.030,2,SN2020jhs,27.5,t
59314.173,18.337,0.019,2,SN2020jhs,27.5,t
59314.216,19.551,0.053,1,SN2020jhs,27.5,t
59314.320,19.532,0.049,1,SN2020jhs,27.5,t
59314.320,19.092,0.030,2,SN2020jhs,27.5,t
59316.173,18.374,0.020,2,SN2020jhs,27.5,t
59316.217,19.475,0.044,1,SN2020jhs,27.5,t
59318.320,19.549,0.050,1,SN2020jhs,27.5,t
59319.196,18.455,0.025,2,SN2020jhs,27.5,t
59319.238,19.648,0.061,1,SN2020jhs,27.5,t
59321.217,18.319,0.022,2,SN2020jhs,27.5,t
59321.237,19.473,0.054,1,SN2020jhs,27.5,t
59323.178,19.490,0.087,1,SN2020jhs,27.5,t
59323.215,18.368,0.031,2,SN2020jhs,27.5,t
59328.174,18.400,0.039,2,SN2020jhs,27.5,t
59328.216,19.372,0.134,1,SN2020jhs,27.5,t
59334.176,19.599,0.059,1,SN2020jhs,27.5,t
59334.259,18.390,0.036,2,SN2020jhs,27.5,t
59336.207,18.511,0.029,2,SN2020jhs,27.5,t
59336.228,19.712,0.070,1,SN2020jhs,27.5,t
59338.176,19.592,0.054,1,SN2020jhs,27.5,t
59338.217,18.497,0.029,2,SN2020jhs,27.5,t
59340.183,19.695,0.063,1,SN2020jhs,27.5,t
59340.242,18.463,0.030,2,SN2020jhs,27.5,t
59342.214,19.708,0.073,1,SN2020jhs,27.5,t
59342.267,18.488,0.035,2,SN2020jhs,27.5,t
59344.206,18.458,0.027,2,SN2020jhs,27.5,t
59346.179,19.605,0.061,1,SN2020jhs,27.5,t
59346.206,18.463,0.027,2,SN2020jhs,27.5,t
59348.179,18.487,0.027,2,SN2020jhs,27.5,t
59348.219,19.648,0.075,1,SN2020jhs,27.5,t
59350.181,19.928,0.107,1,SN2020jhs,27.5,t
59350.218,18.635,0.050,2,SN2020jhs,27.5,t
59355.206,18.544,0.066,2,SN2020jhs,27.5,t
59358.228,18.470,0.082,2,SN2020jhs,27.5,t
59471.519,19.058,0.195,2,SN2020jhs,27.5,t
59472.518,19.239,0.133,2,SN2020jhs,27.5,t
59473.521,19.045,0.131,2,SN2020jhs,27.5,t
59476.522,18.998,0.093,2,SN2020jhs,27.5,t
59477.521,19.094,0.142,2,SN2020jhs,27.5,t
59478.521,18.992,0.110,2,SN2020jhs,27.5,t
59484.518,19.048,0.074,2,SN2020jhs,27.5,t
59485.514,19.014,0.195,2,SN2020jhs,27.5,t
59487.513,19.146,0.100,2,SN2020jhs,27.5,t
59488.514,19.069,0.072,2,SN2020jhs,27.5,t
59496.472,19.314,0.125,2,SN2020jhs,27.5,t
59500.465,20.412,0.226,1,SN2020jhs,27.5,t
59500.509,19.011,0.045,2,SN2020jhs,27.5,t
59509.477,19.307,0.079,2,SN2020jhs,27.5,t
59518.520,19.207,0.043,2,SN2020jhs,27.5,t
59522.487,19.247,0.044,2,SN2020jhs,27.5,t
59522.508,20.692,0.131,1,SN2020jhs,27.5,t
59524.465,19.250,0.046,2,SN2020jhs,27.5,t
59524.526,20.728,0.142,1,SN2020jhs,27.5,t
59526.467,21.104,0.203,1,SN2020jhs,27.5,t
59526.507,19.252,0.045,2,SN2020jhs,27.5,t
59528.508,20.809,0.180,1,SN2020jhs,27.5,t
59530.465,19.304,0.091,2,SN2020jhs,27.5,t
59530.620,20.808,0.150,1,SN2020jhs,27.5,t
59532.469,19.332,0.048,2,SN2020jhs,27.5,t
59532.498,20.822,0.166,1,SN2020jhs,27.5,t
59538.453,19.172,0.077,2,SN2020jhs,27.5,t
59550.402,19.214,0.039,2,SN2020jhs,27.5,t
59550.445,21.204,0.190,1,SN2020jhs,27.5,t
58978.170,20.189,0.100,1,SN2020jip,27.5,t
58978.255,20.082,0.166,2,SN2020jip,27.5,t
58979.330,20.053,0.092,2,SN2020jip,27.5,t
58981.201,20.078,0.094,1,SN2020jip,27.5,t
58983.280,20.128,0.062,1,SN2020jip,27.5,t
58985.209,20.022,0.080,1,SN2020jip,27.5,t
58990.270,20.338,0.079,1,SN2020jip,27.5,t
58992.191,20.338,0.107,1,SN2020jip,27.5,t
58992.233,19.696,0.062,2,SN2020jip,27.5,t
58994.270,19.849,0.064,2,SN2020jip,27.5,t
58994.270,20.669,0.102,1,SN2020jip,27.5,t
58995.200,20.627,0.141,1,SN2020jip,27.5,t
58995.247,19.764,0.074,2,SN2020jip,27.5,t
58998.231,19.820,0.074,2,SN2020jip,27.5,t
58998.270,20.971,0.166,1,SN2020jip,27.5,t
59008.290,20.915,0.156,2,SN2020jip,27.5,t
59011.290,20.972,0.216,2,SN2020jip,27.5,t
59017.235,20.646,0.153,2,SN2020jip,27.5,t
59020.236,20.387,0.117,2,SN2020jip,27.5,t
59022.280,21.123,0.153,2,SN2020jip,27.5,t
59032.280,21.022,0.224,2,SN2020jip,27.5,t
59039.212,20.696,0.196,2,SN2020jip,27.5,t
59039.300,21.279,0.239,2,SN2020jip,27.5,t
58970.423,20.478,0.205,2,SN2020jjb,27.5,t
58970.477,20.434,0.125,1,SN2020jjb,27.5,t
58978.490,18.811,0.130,2,SN2020jjb,27.5,t
58980.490,19.043,0.076,2,SN2020jjb,27.5,t
58984.482,19.383,0.081,1,SN2020jjb,27.5,t
58985.457,19.373,0.061,1,SN2020jjb,27.5,t
58985.472,18.942,0.045,2,SN2020jjb,27.5,t
58986.424,19.500,0.053,1,SN2020jjb,27.5,t
58987.456,19.667,0.058,1,SN2020jjb,27.5,t
58987.477,18.957,0.038,2,SN2020jjb,27.5,t
58991.437,19.835,0.072,1,SN2020jjb,27.5,t
58991.475,18.951,0.035,2,SN2020jjb,27.5,t
58992.454,19.108,0.045,2,SN2020jjb,27.5,t
58992.467,20.035,0.088,1,SN2020jjb,27.5,t
58994.451,20.146,0.102,1,SN2020jjb,27.5,t
58995.351,20.319,0.168,1,SN2020jjb,27.5,t
58995.452,19.208,0.042,2,SN2020jjb,27.5,t
58996.450,20.250,0.093,1,SN2020jjb,27.5,t
58996.466,19.204,0.041,2,SN2020jjb,27.5,t
58997.404,20.392,0.130,1,SN2020jjb,27.5,t
58998.466,19.312,0.040,2,SN2020jjb,27.5,t
58999.413,20.404,0.132,1,SN2020jjb,27.5,t
58999.456,19.525,0.080,2,SN2020jjb,27.5,t
59000.520,20.258,0.080,1,SN2020jjb,27.5,t
59001.402,20.458,0.198,1,SN2020jjb,27.5,t
59001.540,19.483,0.055,2,SN2020jjb,27.5,t
59002.428,20.486,0.261,1,SN2020jjb,27.5,t
59002.465,19.501,0.073,2,SN2020jjb,27.5,t
59013.357,19.919,0.100,2,SN2020jjb,27.5,t
59016.464,20.210,0.084,2,SN2020jjb,27.5,t
59016.480,20.230,0.070,2,SN2020jjb,27.5,t
59019.479,20.163,0.111,2,SN2020jjb,27.5,t
59020.477,20.248,0.121,2,SN2020jjb,27.5,t
59026.470,20.434,0.113,2,SN2020jjb,27.5,t
59036.580,20.795,0.173,2,SN2020jjb,27.5,t
59041.550,20.697,0.162,2,SN2020jjb,27.5,t
59042.390,20.805,0.220,2,SN2020jjb,27.5,t
59045.356,20.832,0.154,2,SN2020jjb,27.5,t
59046.427,20.582,0.136,2,SN2020jjb,27.5,t
59048.396,20.814,0.145,2,SN2020jjb,27.5,t
59051.396,20.827,0.175,2,SN2020jjb,27.5,t
59054.372,21.069,0.179,2,SN2020jjb,27.5,t
59055.373,20.879,0.169,2,SN2020jjb,27.5,t
59057.367,20.887,0.174,2,SN2020jjb,27.5,t
59059.338,20.761,0.221,2,SN2020jjb,27.5,t
59060.412,21.160,0.186,2,SN2020jjb,27.5,t
59061.333,20.692,0.210,2,SN2020jjb,27.5,t
59062.580,20.810,0.213,2,SN2020jjb,27.5,t
59067.311,20.862,0.263,2,SN2020jjb,27.5,t
59072.316,21.299,0.268,2,SN2020jjb,27.5,t
59075.312,21.210,0.204,2,SN2020jjb,27.5,t
59078.308,21.008,0.227,2,SN2020jjb,27.5,t
59079.309,21.119,0.207,2,SN2020jjb,27.5,t
59085.318,21.438,0.271,2,SN2020jjb,27.5,t
59098.430,21.240,0.229,2,SN2020jjb,27.5,t
59107.240,21.329,0.187,2,SN2020jjb,27.5,t
58954.396,21.101,0.269,1,SN2020jjp,27.5,t
58954.462,20.773,0.257,2,SN2020jjp,27.5,t
58955.416,20.812,0.159,1,SN2020jjp,27.5,t
58955.430,20.698,0.196,2,SN2020jjp,27.5,t
58955.480,20.886,0.163,1,SN2020jjp,27.5,t
58956.337,20.437,0.159,2,SN2020jjp,27.5,t
58956.375,20.793,0.185,1,SN2020jjp,27.5,t
58960.460,20.117,0.070,1,SN2020jjp,27.5,t
58960.470,20.270,0.086,2,SN2020jjp,27.5,t
58961.415,20.401,0.190,2,SN2020jjp,27.5,t
58962.317,20.274,0.133,2,SN2020jjp,27.5,t
58962.367,20.747,0.143,1,SN2020jjp,27.5,t
58963.384,20.550,0.121,1,SN2020jjp,27.5,t
58964.366,20.654,0.124,1,SN2020jjp,27.5,t
58964.407,20.301,0.099,2,SN2020jjp,27.5,t
58965.333,20.297,0.108,2,SN2020jjp,27.5,t
58965.408,20.523,0.105,1,SN2020jjp,27.5,t
58966.376,20.342,0.143,2,SN2020jjp,27.5,t
58966.420,20.768,0.139,1,SN2020jjp,27.5,t
58966.460,21.002,0.269,1,SN2020jjp,27.5,t
58967.365,20.853,0.162,1,SN2020jjp,27.5,t
58967.368,20.468,0.139,2,SN2020jjp,27.5,t
58968.385,20.528,0.113,2,SN2020jjp,27.5,t
58968.455,20.991,0.155,1,SN2020jjp,27.5,t
58968.480,20.895,0.184,1,SN2020jjp,27.5,t
58970.341,20.931,0.197,1,SN2020jjp,27.5,t
58970.384,20.504,0.130,2,SN2020jjp,27.5,t
58971.398,20.497,0.140,2,SN2020jjp,27.5,t
58971.421,21.002,0.172,1,SN2020jjp,27.5,t
58972.363,21.023,0.258,1,SN2020jjp,27.5,t
58972.402,20.446,0.231,2,SN2020jjp,27.5,t
58972.480,20.671,0.188,2,SN2020jjp,27.5,t
