mjd,magpsf,sigmapsf,fid,objId,magzpsci,isdiffpos
58676.172,17.042,0.018,1,SN2019lbi,27.5,t
58676.192,17.116,0.018,2,SN2019lbi,27.5,t
58679.187,17.100,0.023,1,SN2019lbi,27.5,t
58679.191,17.156,0.023,2,SN2019lbi,27.5,t
58797.545,18.021,0.042,2,SN2019lbi,27.5,t
58799.545,18.145,0.066,2,SN2019lbi,27.5,t
58801.545,18.067,0.247,2,SN2019lbi,27.5,t
58803.549,18.310,0.055,2,SN2019lbi,27.5,t
58805.537,19.453,0.161,1,SN2019lbi,27.5,t
58805.550,18.516,0.117,2,SN2019lbi,27.5,t
58828.568,18.732,0.069,2,SN2019lbi,27.5,t
58850.520,18.987,0.061,2,SN2019lbi,27.5,t
58850.543,20.297,0.149,1,SN2019lbi,27.5,t
58853.504,20.169,0.096,1,SN2019lbi,27.5,t
58856.543,20.532,0.159,1,SN2019lbi,27.5,t
58860.397,19.192,0.157,2,SN2019lbi,27.5,t
58867.610,20.424,0.107,1,SN2019lbi,27.5,t
58872.439,20.405,0.151,1,SN2019lbi,27.5,t
58872.545,19.144,0.046,2,SN2019lbi,27.5,t
58875.502,19.193,0.058,2,SN2019lbi,27.5,t
58877.580,20.500,0.091,1,SN2019lbi,27.5,t
58877.590,19.127,0.033,2,SN2019lbi,27.5,t
58881.459,20.721,0.179,1,SN2019lbi,27.5,t
58884.439,20.518,0.257,1,SN2019lbi,27.5,t
58884.518,19.300,0.086,2,SN2019lbi,27.5,t
58887.482,19.188,0.083,2,SN2019lbi,27.5,t
58894.373,20.715,0.261,1,SN2019lbi,27.5,t
58894.463,19.390,0.068,2,SN2019lbi,27.5,t
58898.358,19.340,0.050,2,SN2019lbi,27.5,t
58898.418,21.084,0.199,1,SN2019lbi,27.5,t
58901.397,19.334,0.051,2,SN2019lbi,27.5,t
58904.474,19.326,0.074,2,SN2019lbi,27.5,t
58908.454,19.393,0.055,2,SN2019lbi,27.5,t
58911.448,19.565,0.100,2,SN2019lbi,27.5,t
58914.405,19.361,0.092,2,SN2019lbi,27.5,t
58931.450,21.018,0.143,1,SN2019lbi,27.5,t
58931.450,19.524,0.051,2,SN2019lbi,27.5,t
58936.312,21.107,0.245,1,SN2019lbi,27.5,t
58936.399,19.573,0.066,2,SN2019lbi,27.5,t
58941.420,20.708,0.164,1,SN2019lbi,27.5,t
58943.360,19.583,0.095,2,SN2019lbi,27.5,t
58949.360,19.569,0.103,2,SN2019lbi,27.5,t
58951.400,20.061,0.142,2,SN2019lbi,27.5,t
58954.254,20.021,0.091,2,SN2019lbi,27.5,t
58954.296,20.965,0.222,1,SN2019lbi,27.5,t
58955.270,19.999,0.110,2,SN2019lbi,27.5,t
58956.440,20.971,0.149,1,SN2019lbi,27.5,t
58959.340,21.600,0.177,1,SN2019lbi,27.5,t
58959.350,19.943,0.058,2,SN2019lbi,27.5,t
58962.232,21.215,0.252,1,SN2019lbi,27.5,t
58962.278,20.068,0.103,2,SN2019lbi,27.5,t
58964.430,20.075,0.130,2,SN2019lbi,27.5,t
58965.291,19.987,0.089,2,SN2019lbi,27.5,t
58967.490,21.112,0.249,1,SN2019lbi,27.5,t
58967.490,19.925,0.066,2,SN2019lbi,27.5,t
58968.201,19.933,0.090,2,SN2019lbi,27.5,t
58971.213,20.151,0.144,2,SN2019lbi,27.5,t
58978.255,20.394,0.244,2,SN2019lbi,27.5,t
58979.330,20.104,0.079,2,SN2019lbi,27.5,t
58990.270,21.341,0.155,1,SN2019lbi,27.5,t
58992.233,20.256,0.105,2,SN2019lbi,27.5,t
58994.270,20.241,0.083,2,SN2019lbi,27.5,t
58994.270,21.480,0.174,1,SN2019lbi,27.5,t
58995.247,20.199,0.142,2,SN2019lbi,27.5,t
58998.231,20.138,0.119,2,SN2019lbi,27.5,t
58998.270,21.150,0.165,1,SN2019lbi,27.5,t
59004.310,20.272,0.195,2,SN2019lbi,27.5,t
59008.290,20.440,0.099,2,SN2019lbi,27.5,t
59011.290,20.625,0.173,2,SN2019lbi,27.5,t
59017.235,20.629,0.159,2,SN2019lbi,27.5,t
59020.236,20.764,0.201,2,SN2019lbi,27.5,t
59022.270,20.649,0.081,2,SN2019lbi,27.5,t
59032.280,20.680,0.185,2,SN2019lbi,27.5,t
59039.300,20.641,0.164,2,SN2019lbi,27.5,t
59041.280,20.584,0.152,2,SN2019lbi,27.5,t
59048.280,20.757,0.130,2,SN2019lbi,27.5,t
58767.529,18.527,0.095,2,SN2019szh,27.5,t
58776.520,18.316,0.051,2,SN2019szh,27.5,t
58779.518,18.803,0.063,1,SN2019szh,27.5,t
58785.521,18.810,0.057,2,SN2019szh,27.5,t
58789.504,19.857,0.132,1,SN2019szh,27.5,t
58792.542,19.959,0.120,1,SN2019szh,27.5,t
58799.482,19.005,0.101,2,SN2019szh,27.5,t
58804.543,19.604,0.167,2,SN2019szh,27.5,t
58812.548,19.942,0.149,2,SN2019szh,27.5,t
58814.620,20.918,0.148,1,SN2019szh,27.5,t
58817.630,20.117,0.135,2,SN2019szh,27.5,t
58820.620,21.471,0.201,1,SN2019szh,27.5,t
58829.580,20.629,0.221,2,SN2019szh,27.5,t
58841.560,20.851,0.132,2,SN2019szh,27.5,t
58841.560,21.815,0.261,1,SN2019szh,27.5,t
58847.550,21.618,0.247,1,SN2019szh,27.5,t
58847.550,20.846,0.136,2,SN2019szh,27.5,t
58872.430,22.063,0.231,1,SN2019szh,27.5,t
58779.534,16.798,0.017,2,SN2019tvv,27.5,t
58781.529,16.811,0.030,2,SN2019tvv,27.5,t
58783.536,16.601,0.017,2,SN2019tvv,27.5,t
58785.540,16.486,0.013,2,SN2019tvv,27.5,t
58786.526,16.515,0.025,1,SN2019tvv,27.5,t
58787.540,16.585,0.018,2,SN2019tvv,27.5,t
58789.517,15.909,0.010,1,SN2019tvv,27.5,t
58789.542,16.482,0.015,2,SN2019tvv,27.5,t
58792.517,16.593,0.010,2,SN2019tvv,27.5,t
58792.545,16.509,0.010,1,SN2019tvv,27.5,t
58799.488,17.128,0.025,2,SN2019tvv,27.5,t
58802.555,17.412,0.025,1,SN2019tvv,27.5,t
58805.524,17.778,0.030,1,SN2019tvv,27.5,t
58814.513,18.596,0.054,1,SN2019tvv,27.5,t
58828.548,19.260,0.107,1,SN2019tvv,27.5,t
58831.444,18.586,0.078,2,SN2019tvv,27.5,t
58831.548,19.196,0.116,1,SN2019tvv,27.5,t
58833.479,18.561,0.069,2,SN2019tvv,27.5,t
58834.523,18.637,0.107,2,SN2019tvv,27.5,t
58837.511,19.608,0.117,1,SN2019tvv,27.5,t
58838.567,18.613,0.182,2,SN2019tvv,27.5,t
58846.545,19.468,0.062,1,SN2019tvv,27.5,t
58846.565,18.977,0.044,2,SN2019tvv,27.5,t
58849.503,19.398,0.051,1,SN2019tvv,27.5,t
58851.475,19.097,0.060,2,SN2019tvv,27.5,t
58852.545,19.238,0.052,2,SN2019tvv,27.5,t
58855.479,19.634,0.087,1,SN2019tvv,27.5,t
58855.542,19.312,0.058,2,SN2019tvv,27.5,t
58859.440,19.581,0.132,2,SN2019tvv,27.5,t
58859.517,19.627,0.177,1,SN2019tvv,27.5,t
58860.376,19.590,0.209,2,SN2019tvv,27.5,t
58864.385,19.613,0.111,2,SN2019tvv,27.5,t
58864.445,19.653,0.106,1,SN2019tvv,27.5,t
58866.417,19.733,0.084,1,SN2019tvv,27.5,t
58866.994,19.639,0.078,2,SN2019tvv,27.5,t
58867.143,19.868,0.095,1,SN2019tvv,27.5,t
58871.439,19.962,0.093,1,SN2019tvv,27.5,t
58871.483,19.749,0.118,2,SN2019tvv,27.5,t
58871.504,19.871,0.100,2,SN2019tvv,27.5,t
58872.421,19.975,0.156,1,SN2019tvv,27.5,t
58873.319,19.846,0.127,2,SN2019tvv,27.5,t
58873.394,20.026,0.084,1,SN2019tvv,27.5,t
58873.509,19.887,0.079,2,SN2019tvv,27.5,t
58873.560,19.793,0.052,2,SN2019tvv,27.5,t
58875.458,19.989,0.107,1,SN2019tvv,27.5,t
58875.526,19.906,0.109,2,SN2019tvv,27.5,t
58876.378,19.946,0.078,1,SN2019tvv,27.5,t
58877.396,20.210,0.131,1,SN2019tvv,27.5,t
58877.483,19.970,0.106,2,SN2019tvv,27.5,t
58878.168,20.044,0.115,1,SN2019tvv,27.5,t
58878.351,20.173,0.178,2,SN2019tvv,27.5,t
58879.161,19.952,0.108,1,SN2019tvv,27.5,t
58879.357,19.977,0.197,2,SN2019tvv,27.5,t
58880.462,19.835,0.076,1,SN2019tvv,27.5,t
58881.003,20.036,0.121,2,SN2019tvv,27.5,t
58881.481,20.131,0.092,1,SN2019tvv,27.5,t
58883.449,20.038,0.126,1,SN2019tvv,27.5,t
58884.014,20.289,0.242,2,SN2019tvv,27.5,t
58884.376,20.193,0.243,1,SN2019tvv,27.5,t
58885.002,20.209,0.216,2,SN2019tvv,27.5,t
58885.433,19.976,0.189,1,SN2019tvv,27.5,t
58892.371,20.204,0.213,1,SN2019tvv,27.5,t
58893.308,20.279,0.141,2,SN2019tvv,27.5,t
58893.450,20.330,0.185,1,SN2019tvv,27.5,t
58894.363,20.209,0.133,1,SN2019tvv,27.5,t
58894.478,20.390,0.177,2,SN2019tvv,27.5,t
58895.398,20.213,0.118,1,SN2019tvv,27.5,t
58895.442,20.590,0.169,2,SN2019tvv,27.5,t
58898.356,20.681,0.143,2,SN2019tvv,27.5,t
58898.400,20.235,0.080,1,SN2019tvv,27.5,t
58899.399,20.281,0.092,1,SN2019tvv,27.5,t
58899.401,20.667,0.165,2,SN2019tvv,27.5,t
58900.356,20.331,0.121,1,SN2019tvv,27.5,t
58900.418,20.317,0.232,2,SN2019tvv,27.5,t
58901.418,20.708,0.183,2,SN2019tvv,27.5,t
58903.346,20.284,0.096,1,SN2019tvv,27.5,t
58903.429,20.789,0.179,2,SN2019tvv,27.5,t
58904.390,20.421,0.166,1,SN2019tvv,27.5,t
58905.303,20.464,0.189,1,SN2019tvv,27.5,t
58906.327,20.410,0.142,1,SN2019tvv,27.5,t
58908.327,20.379,0.148,1,SN2019tvv,27.5,t
58908.449,20.930,0.206,2,SN2019tvv,27.5,t
58909.237,20.117,0.223,1,SN2019tvv,27.5,t
58911.389,20.610,0.230,1,SN2019tvv,27.5,t
58912.420,20.914,0.248,2,SN2019tvv,27.5,t
58913.319,20.486,0.211,1,SN2019tvv,27.5,t
58914.426,20.361,0.231,1,SN2019tvv,27.5,t
58936.281,20.696,0.134,1,SN2019tvv,27.5,t
58939.327,20.708,0.245,1,SN2019tvv,27.5,t
58954.299,21.075,0.232,1,SN2019tvv,27.5,t
58955.310,21.130,0.223,1,SN2019tvv,27.5,t
58958.400,21.254,0.170,1,SN2019tvv,27.5,t
58962.248,21.055,0.191,1,SN2019tvv,27.5,t
58964.410,20.968,0.216,1,SN2019tvv,27.5,t
58965.245,21.127,0.188,1,SN2019tvv,27.5,t
58968.275,21.185,0.242,1,SN2019tvv,27.5,t
58980.191,21.374,0.220,1,SN2019tvv,27.5,t
58985.169,21.114,0.191,1,SN2019tvv,27.5,t
58985.370,21.726,0.249,1,SN2019tvv,27.5,t
58987.330,21.412,0.253,1,SN2019tvv,27.5,t
58991.171,21.492,0.269,1,SN2019tvv,27.5,t
58994.222,21.373,0.256,1,SN2019tvv,27.5,t
58997.185,21.046,0.236,1,SN2019tvv,27.5,t
59016.270,21.571,0.253,1,SN2019tvv,27.5,t
59023.270,21.377,0.169,1,SN2019tvv,27.5,t
58787.364,20.777,0.258,1,SN2019ucc,27.5,t
58790.315,19.733,0.078,1,SN2019ucc,27.5,t
58790.372,19.729,0.115,2,SN2019ucc,27.5,t
58793.360,19.167,0.073,2,SN2019ucc,27.5,t
58796.316,18.987,0.099,2,SN2019ucc,27.5,t
58801.210,19.057,0.184,1,SN2019ucc,27.5,t
58801.313,18.735,0.091,2,SN2019ucc,27.5,t
58804.326,18.830,0.106,2,SN2019ucc,27.5,t
58804.379,19.140,0.110,1,SN2019ucc,27.5,t
58811.271,19.557,0.087,1,SN2019ucc,27.5,t
58812.289,18.712,0.039,2,SN2019ucc,27.5,t
58814.210,18.898,0.076,2,SN2019ucc,27.5,t
58816.390,20.276,0.160,1,SN2019ucc,27.5,t
58833.269,19.842,0.163,2,SN2019ucc,27.5,t
58837.234,19.934,0.148,2,SN2019ucc,27.5,t
58849.290,20.400,0.092,2,SN2019ucc,27.5,t
58849.290,21.217,0.246,1,SN2019ucc,27.5,t
58861.175,20.329,0.262,2,SN2019ucc,27.5,t
58862.144,20.927,0.226,1,SN2019ucc,27.5,t
58872.143,20.669,0.184,2,SN2019ucc,27.5,t
58872.290,20.685,0.141,2,SN2019ucc,27.5,t
58873.158,20.929,0.259,2,SN2019ucc,27.5,t
58875.125,20.736,0.204,2,SN2019ucc,27.5,t
58877.144,20.666,0.270,2,SN2019ucc,27.5,t
58895.111,20.691,0.237,2,SN2019ucc,27.5,t
58788.507,20.823,0.183,1,SN2019uev,27.5,t
58788.532,20.473,0.150,2,SN2019uev,27.5,t
58791.504,20.248,0.117,2,SN2019uev,27.5,t
58794.533,20.054,0.094,2,SN2019uev,27.5,t
58794.552,20.224,0.160,1,SN2019uev,27.5,t
58798.539,20.144,0.186,2,SN2019uev,27.5,t
58804.482,19.892,0.254,1,SN2019uev,27.5,t
58804.526,19.605,0.193,2,SN2019uev,27.5,t
58812.426,19.396,0.050,1,SN2019uev,27.5,t
58827.448,19.288,0.080,2,SN2019uev,27.5,t
58827.600,19.543,0.062,2,SN2019uev,27.5,t
58830.437,19.493,0.110,2,SN2019uev,27.5,t
58835.463,19.604,0.127,2,SN2019uev,27.5,t
58835.515,19.644,0.130,1,SN2019uev,27.5,t
58836.590,19.607,0.085,1,SN2019uev,27.5,t
58837.452,19.513,0.122,2,SN2019uev,27.5,t
58838.454,19.727,0.247,1,SN2019uev,27.5,t
58846.438,19.709,0.071,2,SN2019uev,27.5,t
58846.506,19.916,0.071,1,SN2019uev,27.5,t
58849.430,19.691,0.067,2,SN2019uev,27.5,t
58849.488,20.039,0.078,1,SN2019uev,27.5,t
58850.467,19.823,0.118,2,SN2019uev,27.5,t
58851.485,19.704,0.080,2,SN2019uev,27.5,t
58852.168,20.042,0.090,1,SN2019uev,27.5,t
58852.418,19.750,0.056,2,SN2019uev,27.5,t
58852.998,20.166,0.081,1,SN2019uev,27.5,t
58854.446,19.943,0.194,2,SN2019uev,27.5,t
58855.159,20.159,0.129,1,SN2019uev,27.5,t
58855.363,19.930,0.152,2,SN2019uev,27.5,t
58856.309,19.964,0.156,2,SN2019uev,27.5,t
58861.920,19.826,0.209,2,SN2019uev,27.5,t
58863.348,19.862,0.116,2,SN2019uev,27.5,t
58863.415,20.513,0.210,1,SN2019uev,27.5,t
58864.203,20.338,0.128,1,SN2019uev,27.5,t
58864.321,19.931,0.079,2,SN2019uev,27.5,t
58864.470,19.852,0.128,2,SN2019uev,27.5,t
58866.344,20.161,0.121,2,SN2019uev,27.5,t
58867.349,20.157,0.111,2,SN2019uev,27.5,t
58867.440,20.572,0.099,1,SN2019uev,27.5,t
58871.295,20.258,0.135,2,SN2019uev,27.5,t
58871.422,20.842,0.179,1,SN2019uev,27.5,t
58872.247,20.730,0.150,1,SN2019uev,27.5,t
58873.276,20.211,0.109,2,SN2019uev,27.5,t
58873.353,20.789,0.141,1,SN2019uev,27.5,t
58874.274,20.267,0.106,2,SN2019uev,27.5,t
58874.349,20.894,0.133,1,SN2019uev,27.5,t
58874.580,20.454,0.087,2,SN2019uev,27.5,t
58874.580,20.826,0.155,1,SN2019uev,27.5,t
58875.284,20.235,0.106,2,SN2019uev,27.5,t
58875.321,20.983,0.176,1,SN2019uev,27.5,t
58876.248,20.861,0.140,1,SN2019uev,27.5,t
58876.278,20.402,0.108,2,SN2019uev,27.5,t
58877.241,20.923,0.255,1,SN2019uev,27.5,t
58877.307,20.466,0.156,2,SN2019uev,27.5,t
58877.470,21.077,0.180,1,SN2019uev,27.5,t
58878.310,20.513,0.189,2,SN2019uev,27.5,t
58879.490,20.494,0.178,2,SN2019uev,27.5,t
58880.301,20.678,0.191,2,SN2019uev,27.5,t
58880.431,21.008,0.190,1,SN2019uev,27.5,t
58881.328,20.576,0.156,2,SN2019uev,27.5,t
58883.256,20.382,0.264,2,SN2019uev,27.5,t
58891.301,20.747,0.249,2,SN2019uev,27.5,t
58892.256,20.989,0.270,2,SN2019uev,27.5,t
58893.263,21.071,0.175,2,SN2019uev,27.5,t
58894.263,20.867,0.189,2,SN2019uev,27.5,t
58895.278,21.162,0.199,2,SN2019uev,27.5,t
58896.285,20.845,0.169,2,SN2019uev,27.5,t
58898.310,21.205,0.207,2,SN2019uev,27.5,t
58899.263,21.319,0.267,2,SN2019uev,27.5,t
58761.421,20.647,0.221,2,SN2019uez,27.5,t
58765.457,20.746,0.175,1,SN2019uez,27.5,t
58776.369,19.931,0.167,2,SN2019uez,27.5,t
58777.431,20.213,0.209,2,SN2019uez,27.5,t
58783.392,20.285,0.178,2,SN2019uez,27.5,t
58812.286,20.337,0.140,2,SN2019uez,27.5,t
58849.290,21.465,0.184,1,SN2019uez,27.5,t
58849.290,20.817,0.087,2,SN2019uez,27.5,t
58859.227,20.276,0.270,2,SN2019uez,27.5,t
58872.290,21.668,0.234,1,SN2019uez,27.5,t
58872.290,20.833,0.105,2,SN2019uez,27.5,t
58833.567,19.290,0.176,1,SN2019uit,27.5,t
58838.573,18.863,0.237,2,SN2019uit,27.5,t
58850.577,19.095,0.067,1,SN2019uit,27.5,t
58867.600,19.175,0.040,1,SN2019uit,27.5,t
58870.580,19.134,0.038,1,SN2019uit,27.5,t
58874.600,18.983,0.031,2,SN2019uit,27.5,t
58874.600,19.141,0.043,1,SN2019uit,27.5,t
58877.650,19.179,0.040,1,SN2019uit,27.5,t
58882.500,19.131,0.052,1,SN2019uit,27.5,t
58894.499,18.606,0.031,2,SN2019uit,27.5,t
58939.312,19.240,0.076,1,SN2019uit,27.5,t
58941.410,19.326,0.062,1,SN2019uit,27.5,t
58949.370,19.200,0.082,2,SN2019uit,27.5,t
58955.288,18.847,0.032,2,SN2019uit,27.5,t
58955.460,19.370,0.039,1,SN2019uit,27.5,t
58963.312,19.466,0.053,1,SN2019uit,27.5,t
58964.268,18.715,0.028,2,SN2019uit,27.5,t
58966.310,19.438,0.042,1,SN2019uit,27.5,t
58967.250,19.751,0.071,1,SN2019uit,27.5,t
58969.320,19.453,0.072,1,SN2019uit,27.5,t
58971.290,19.518,0.056,1,SN2019uit,27.5,t
58976.410,19.329,0.122,2,SN2019uit,27.5,t
58978.289,18.725,0.055,2,SN2019uit,27.5,t
58981.400,19.418,0.045,2,SN2019uit,27.5,t
58984.270,19.526,0.044,1,SN2019uit,27.5,t
58987.280,19.492,0.041,2,SN2019uit,27.5,t
58987.280,19.574,0.051,1,SN2019uit,27.5,t
58990.270,19.506,0.043,1,SN2019uit,27.5,t
58992.350,19.583,0.052,1,SN2019uit,27.5,t
58992.350,19.521,0.056,2,SN2019uit,27.5,t
58998.350,19.662,0.057,1,SN2019uit,27.5,t
59006.330,19.523,0.073,2,SN2019uit,27.5,t
59010.290,19.612,0.044,2,SN2019uit,27.5,t
59014.280,19.833,0.065,1,SN2019uit,27.5,t
59017.280,19.720,0.054,1,SN2019uit,27.5,t
59021.270,19.700,0.051,2,SN2019uit,27.5,t
59021.270,19.781,0.057,1,SN2019uit,27.5,t
59022.270,19.755,0.059,1,SN2019uit,27.5,t
59033.280,19.948,0.092,2,SN2019uit,27.5,t
59038.320,19.750,0.090,2,SN2019uit,27.5,t
59040.280,19.846,0.085,2,SN2019uit,27.5,t
59042.280,20.021,0.069,1,SN2019uit,27.5,t
59044.280,20.036,0.082,1,SN2019uit,27.5,t
59048.270,20.027,0.073,2,SN2019uit,27.5,t
59048.280,19.866,0.071,1,SN2019uit,27.5,t
59052.270,20.234,0.104,1,SN2019uit,27.5,t
59059.280,20.148,0.171,2,SN2019uit,27.5,t
58789.502,20.455,0.198,1,SN2019ulo,27.5,t
58792.502,20.173,0.184,2,SN2019ulo,27.5,t
58796.428,19.724,0.224,2,SN2019ulo,27.5,t
58796.531,20.005,0.138,2,SN2019ulo,27.5,t
58806.467,20.249,0.272,1,SN2019ulo,27.5,t
58806.539,19.899,0.196,2,SN2019ulo,27.5,t
58812.422,20.692,0.242,1,SN2019ulo,27.5,t
58812.546,20.195,0.207,2,SN2019ulo,27.5,t
58827.454,20.104,0.237,2,SN2019ulo,27.5,t
58830.438,19.835,0.162,2,SN2019ulo,27.5,t
58833.415,19.598,0.256,2,SN2019ulo,27.5,t
58835.462,20.046,0.253,2,SN2019ulo,27.5,t
58841.570,20.337,0.077,2,SN2019ulo,27.5,t
58841.570,20.985,0.150,1,SN2019ulo,27.5,t
58847.540,20.288,0.069,2,SN2019ulo,27.5,t
58847.540,20.878,0.153,1,SN2019ulo,27.5,t
58852.435,20.106,0.121,2,SN2019ulo,27.5,t
58863.340,20.155,0.213,2,SN2019ulo,27.5,t
58867.374,20.196,0.161,2,SN2019ulo,27.5,t
58868.510,20.412,0.095,2,SN2019ulo,27.5,t
58868.520,21.026,0.130,1,SN2019ulo,27.5,t
58872.430,21.091,0.164,1,SN2019ulo,27.5,t
58875.272,20.461,0.163,2,SN2019ulo,27.5,t
58875.333,21.087,0.225,1,SN2019ulo,27.5,t
58876.440,20.318,0.091,2,SN2019ulo,27.5,t
58876.440,20.966,0.199,1,SN2019ulo,27.5,t
58880.294,20.332,0.193,2,SN2019ulo,27.5,t
58881.304,20.485,0.212,2,SN2019ulo,27.5,t
58883.450,20.642,0.146,2,SN2019ulo,27.5,t
58891.275,20.414,0.261,2,SN2019ulo,27.5,t
58893.274,20.344,0.142,2,SN2019ulo,27.5,t
58894.272,20.725,0.192,2,SN2019ulo,27.5,t
58895.274,20.508,0.187,2,SN2019ulo,27.5,t
58898.314,20.915,0.229,2,SN2019ulo,27.5,t
58899.251,21.107,0.228,2,SN2019ulo,27.5,t
58904.230,20.867,0.237,2,SN2019ulo,27.5,t
58812.630,19.827,0.093,1,SN2019unp,27.5,t
58812.630,19.649,0.047,2,SN2019unp,27.5,t
58821.600,20.731,0.160,1,SN2019unp,27.5,t
58827.600,20.296,0.105,2,SN2019unp,27.5,t
58837.454,20.526,0.248,2,SN2019unp,27.5,t
58846.432,21.051,0.256,2,SN2019unp,27.5,t
58874.580,21.871,0.208,2,SN2019unp,27.5,t
58805.492,19.738,0.160,1,SN2019vuz,27.5,t
58806.510,20.107,0.149,2,SN2019vuz,27.5,t
58811.435,19.781,0.090,1,SN2019vuz,27.5,t
58816.550,19.424,0.056,1,SN2019vuz,27.5,t
58822.520,19.331,0.056,1,SN2019vuz,27.5,t
58823.430,19.718,0.241,1,SN2019vuz,27.5,t
58827.353,19.986,0.208,2,SN2019vuz,27.5,t
58828.510,19.601,0.084,2,SN2019vuz,27.5,t
58830.224,19.425,0.227,1,SN2019vuz,27.5,t
58830.325,19.966,0.189,2,SN2019vuz,27.5,t
58833.357,19.725,0.162,2,SN2019vuz,27.5,t
58833.537,19.378,0.165,1,SN2019vuz,27.5,t
58836.414,19.449,0.064,1,SN2019vuz,27.5,t
58836.467,19.748,0.085,2,SN2019vuz,27.5,t
58837.341,19.838,0.134,2,SN2019vuz,27.5,t
58838.251,19.715,0.174,2,SN2019vuz,27.5,t
58838.448,19.655,0.159,1,SN2019vuz,27.5,t
58846.343,19.956,0.090,2,SN2019vuz,27.5,t
58846.486,19.627,0.066,1,SN2019vuz,27.5,t
58846.490,19.833,0.111,1,SN2019vuz,27.5,t
58849.271,19.957,0.082,2,SN2019vuz,27.5,t
58850.458,20.274,0.187,2,SN2019vuz,27.5,t
58851.433,20.012,0.109,2,SN2019vuz,27.5,t
58861.113,20.115,0.167,1,SN2019vuz,27.5,t
58862.215,20.334,0.163,2,SN2019vuz,27.5,t
58864.163,20.168,0.091,1,SN2019vuz,27.5,t
58870.460,20.391,0.147,1,SN2019vuz,27.5,t
58874.410,20.310,0.103,1,SN2019vuz,27.5,t
58874.410,20.932,0.171,2,SN2019vuz,27.5,t
58876.185,20.676,0.149,1,SN2019vuz,27.5,t
58876.320,20.724,0.110,1,SN2019vuz,27.5,t
58878.225,20.685,0.235,1,SN2019vuz,27.5,t
58879.380,20.532,0.171,1,SN2019vuz,27.5,t
58879.380,20.948,0.158,2,SN2019vuz,27.5,t
58817.620,19.372,0.133,1,SN2019wbv,27.5,t
58817.630,19.008,0.086,2,SN2019wbv,27.5,t
58820.610,19.253,0.095,1,SN2019wbv,27.5,t
58829.580,19.158,0.061,2,SN2019wbv,27.5,t
58814.520,19.826,0.139,1,SN2019wbw,27.5,t
58817.630,19.953,0.106,1,SN2019wbw,27.5,t
58817.630,19.708,0.080,2,SN2019wbw,27.5,t
58820.620,19.919,0.047,1,SN2019wbw,27.5,t
58828.432,20.177,0.265,2,SN2019wbw,27.5,t
58841.560,21.525,0.173,1,SN2019wbw,27.5,t
58841.570,20.692,0.113,2,SN2019wbw,27.5,t
58847.560,20.660,0.099,2,SN2019wbw,27.5,t
58853.422,21.003,0.243,2,SN2019wbw,27.5,t
58779.518,20.335,0.257,1,SN2019wca,27.5,t
58785.521,20.059,0.154,2,SN2019wca,27.5,t
58789.504,20.157,0.150,1,SN2019wca,27.5,t
58792.542,20.051,0.138,1,SN2019wca,27.5,t
58799.482,20.070,0.237,2,SN2019wca,27.5,t
58804.543,19.946,0.247,2,SN2019wca,27.5,t
58812.548,20.170,0.194,2,SN2019wca,27.5,t
58814.620,20.386,0.130,1,SN2019wca,27.5,t
58817.630,20.215,0.171,2,SN2019wca,27.5,t
58820.620,20.595,0.172,1,SN2019wca,27.5,t
58828.432,19.960,0.202,2,SN2019wca,27.5,t
58829.580,20.130,0.120,2,SN2019wca,27.5,t
58841.560,21.210,0.172,1,SN2019wca,27.5,t
58841.560,20.365,0.091,2,SN2019wca,27.5,t
58844.570,21.270,0.224,1,SN2019wca,27.5,t
58847.550,20.545,0.112,2,SN2019wca,27.5,t
58847.550,21.157,0.236,1,SN2019wca,27.5,t
58850.550,21.404,0.268,1,SN2019wca,27.5,t
58853.423,20.789,0.183,2,SN2019wca,27.5,t
58872.430,21.077,0.136,2,SN2019wca,27.5,t
58878.490,20.898,0.266,2,SN2019wca,27.5,t
58811.435,20.484,0.144,1,SN2019wcb,27.5,t
58822.520,20.400,0.207,1,SN2019wcb,27.5,t
58828.510,20.029,0.147,2,SN2019wcb,27.5,t
58830.356,20.286,0.266,2,SN2019wcb,27.5,t
58833.401,20.265,0.251,2,SN2019wcb,27.5,t
58836.467,20.595,0.166,2,SN2019wcb,27.5,t
58837.339,20.737,0.222,2,SN2019wcb,27.5,t
58846.344,21.089,0.234,2,SN2019wcb,27.5,t
58849.341,21.187,0.241,2,SN2019wcb,27.5,t
58849.500,21.468,0.248,2,SN2019wcb,27.5,t
58852.429,21.114,0.207,2,SN2019wcb,27.5,t
58801.380,19.811,0.262,2,SN2019wcc,27.5,t
58802.540,19.966,0.220,1,SN2019wcc,27.5,t
58805.492,19.906,0.194,1,SN2019wcc,27.5,t
58811.435,19.874,0.100,1,SN2019wcc,27.5,t
58822.520,21.051,0.245,1,SN2019wcc,27.5,t
58836.467,20.664,0.179,2,SN2019wcc,27.5,t
58837.336,20.818,0.243,2,SN2019wcc,27.5,t
58849.335,21.325,0.278,2,SN2019wcc,27.5,t
58849.500,21.683,0.258,2,SN2019wcc,27.5,t
58874.410,21.481,0.238,2,SN2019wcc,27.5,t
58821.600,20.053,0.067,1,SN2019wcf,27.5,t
58827.448,19.579,0.116,2,SN2019wcf,27.5,t
58827.600,19.726,0.071,2,SN2019wcf,27.5,t
58830.447,19.543,0.115,2,SN2019wcf,27.5,t
