hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,b,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code
,,"ALeRCE, ATLAS, GaiaAlerts, AMPEL, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aavuqzr,1366.9,r,18.0428,-20.52,60.779,30.071,30.708,-19.45,1.19,15.44886522,0.384,SN2021kat,,,,,0.1013,297.63191666666665,57.99113055555556,SNIIn,II,2
MCG-03-22-002,0.018926,SGLF,ZTF,ZTF,SGLF; ZTF,ZTF21aavodst,,,,,,,,,,,,SN2021kds,,,,,0.018926,127.4102875,-17.298861111111112,SNIa,Ia,0
,,"SGLF, AMPEL, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; SGLF; ZTF,ZTF21aavoete,,,,,,,,,,,,SN2021kfr,,,,,0.09,129.3332166666667,8.481727777777778,SNIa,Ia,0
NGC 2955,0.023393,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","YSE, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF21aavoqpl,1328.72,g,17.42,-17.64,30.534,8.989,21.545,-22.87,0.98,48.94188497,0.03,SN2021jtt,,,,,0.023393,145.31855,35.884055555555555,SNII,II,2
,,"SGLF, Fink, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; SGLF; ZTF,ZTF21aavqwhh,1334.96,g,18.2547,-19.36,27.835,12.327,15.508,-19.85,0.66,19.38004145,0.157,SN2021kkf,,,,,0.07,277.52104166666663,35.43406944444444,SNIa,Ia,0
UGC 09625,0.026892,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+, None",ATLAS; Pan-STARRS; ZTF,ZTF21aavqphe,1336.79,g,15.5482,-19.35,22.029,9.235,12.794,-22.06,1.19,53.6830176,0.096,SN2021jvs,,,,,0.021,224.43668749999998,6.624380555555556,SNIa,Ia,0
SDSS J174153.75+633513.1,,"SGLF, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; SGLF; ZTF,ZTF21aavuprl,1336.92,g,18.6702,-19.41,25.062,12.115,12.947,-21.71,1.10,31.78268388,0.082,SN2021kdz,,,,,0.09,265.47135416666663,63.58725833333334,SNIa,Ia,0
SDSS J180055.18+524423.1,,"ALeRCE, ATLAS, Fink, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","TCD, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF18aavvnzu,1334.95,g,17.401,-19.42,25.782,8.718,17.064,-20.17,0.45,28.73300405,0.121,SN2021jwq,,,,,0.0498,270.2301791666667,52.739647222222224,SNIa,Ia,0
SDSS J074920.74+183920.9,0.0434091,ALeRCE,ZTF,ZTF,ZTF,ZTF21aavxivm,,,,,,,,,,,,SN2021kaq,,,,,0.04341,117.33631666666666,18.656222222222222,SNIa,Ia,0
SDSS J131524.84+010743.1,0.04744374,"ALeRCE, ATLAS","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF21aawckpe,1334.83,r,18.1458,-18.48,20.528,13.594,6.934,-20.59,0.73,63.3715679,0.096,SN2021jzw,,,,,0.047,198.85353333333336,1.1286611111111111,SNIa,Ia,0
,,"ePESSTO+, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF21aaweqit,,,,,,,,,,,,SN2021kfo,,,,,0.06,243.75337916666663,6.221991666666667,SNII,II,2
SDSS J082523.61+830051.2,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aawqpuf,1336.74,g,18.5136,-19.79,22.944,10.897,12.047,-21.12,0.77,29.71975533,0.08,SN2021khe,,,,,0.1,126.3557125,83.01408055555555,SNIa,Ia,0
,,"AMPEL, Fink, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aawgzda,1336.88,r,18.5271,-17.72,24.661,10.62,14.041,-13.16,0.09,32.32127798,0.18,SN2021kkx,,,,,0.0383,237.0158875,82.57611666666666,SNII,II,2
WISEA J161753.63+320633.3,0.063525,"ALeRCE, YSE, ATLAS, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",YSE,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aawiwqh,1334.86,r,18.4863,-18.77,22.712,11.703,11.009,-22.56,1.11,45.27406685,0.072,SN2021khl,,,,,0.063,244.47350000000003,32.10913888888889,SNIa,Ia,0
WISEA J154320.90+420917.7,0.103636,"ALeRCE, Fink, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aawtewf,1336.79,g,18.8029,-19.56,23.792,9.483,14.309,-21.63,0.64,52.0671775,0.068,SN2021kgu,,,,,0.103,235.83779166666665,42.153669444444446,SNIa,Ia,0
,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxbgul,1335.94,g,18.7795,-19.78,25.9,12.536,13.364,-16.91,0.22,-20.22421724,0.29,SN2021kjf,,,,,0.1,304.52597083333336,-2.180411111111111,SNIa,Ia,0
FGC 2274,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aawlcwh,,,,,,,,,,,,SN2021kcf,,,,,0.015,307.42825,70.816825,SNIb/c,Ib/c,1
SDSS J102814.96+103958.0,0.0503049,"SGLF, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; SGLF; ZTF,ZTF21aawlwoy,1338.67,g,17.7886,-19.02,18.722,8.671,10.051,-20.79,0.55,52.54085664,0.096,SN2021kqa,,,,,0.05032,157.06254166666668,10.66585,SNIa,Ia,0
,,"ZTF, Pan-STARRS, GaiaAlerts, ATLAS","ZTF, Pan-STARRS, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aawmdxw,1325.76,r,18.25,-13.96,>22.769,3.799,>18.97,-,-,65.28969276,0.139,SN2021kos,,,,,0.006114,175.07920833333333,9.01046111111111,SNIb,Ib/c,1
2MASX J11045525+2446524,0.043935,"ALeRCE, AMPEL, GaiaAlerts, ATLAS, Fink","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aawmtug,1340.73,r,18.5178,-,39.513,17.216,22.297,-,-,65.98650661,0.041,SN2021kjn,,,,,,166.22995833333334,24.782319444444443,SNII,II,2
CGCG 075-118,0.031275,"ALeRCE, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aawogdl,1338.89,r,18.4672,-17.25,17.798,13.379,4.419,-21.34,1.15,58.16036119,0.081,SN2021kev,,,,,0.031275,220.5695458333333,8.996477777777777,SNIb,Ib/c,1
,,"SGLF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; SGLF; ZTF,ZTF21aaxtgsv,,,,,,,,,,,,SN2021lji,,,,,0.12,230.22429583333334,2.2132972222222222,SLSN-I,SLSN,3
,,"ZTF, AMPEL, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxhzru,1339.89,g,18.5545,-18.98,21.917,9.087,12.83,-17.72,0.31,35.68945648,0.091,SN2021kpw,,,,,0.07,243.5444166666667,75.40109722222223,SNIa,Ia,0
,,"AMPEL, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aawxqia,,,,,,,,,,,,SN2021kmc,,,,,0.032588,121.68266666666666,54.478100000000005,SNIa,Ia,0
WISEA J133957.92+673403.5,,"ALeRCE, AMPEL, GaiaAlerts, ATLAS, Fink, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aawyyha,1341.81,g,17.4149,-19.57,27.155,10.13,17.025,-19.75,0.63,48.89509571,0.042,SN2021kjj,,,,,0.056,204.99054166666667,67.56793055555555,SNIa,Ia,0
WISEA J131951.86+074536.9,0.04931,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aawzsew,1336.78,g,17.6087,-19.13,20.92,5.08,15.84,-19.50,0.69,69.49372597,0.075,SN2021kjh,,,,,0.04931,199.96665416666667,7.760547222222222,SNIa,Ia,0
SDSS J082501.33+133213.5,0.04420635,"ALeRCE, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aaxgwtb,,,,,,,,,,,,SN2021kly,,,,,0.04423,126.25808333333332,13.534811111111111,SNIa,Ia,0
SDSS J091823.68+392252.6,0.0275778,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF21aaxgzln,1338.68,g,16.4578,-18.98,22.043,7.035,15.008,-20.70,1.16,44.49202455,0.047,SN2021klg,,,,,0.02758,139.59963333333334,39.38095833333333,SNIa,Ia,0
,,"AMPEL, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF21aawtazf,1336.89,r,18.2322,-19.06,17.033,8.04,8.993,-22.15,1.04,37.81362471,0.167,SN2021kkz,,,,,0.061948,248.9847708333333,18.082822222222223,SNIa,Ia,0
,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxtjvm,1336.76,g,18.9853,-19.43,34.115,7.933,26.182,-15.40,0.18,45.79351872,0.043,SN2021kqt,,,,,0.107,191.77380416666665,71.33063888888888,SNIa,Ia,0
WISEA J232600.13+463927.9,,"ALeRCE, ATLAS","ZTF, ATLAS",Global SN Project,ATLAS; ZTF,ZTF21aaxjiii,,,,,,,,,,,,SN2021klq,,,,,0.04,351.50053749999995,46.65779166666667,SNIa,Ia,0
,,"ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ePESSTO+,ATLAS; GaiaAlerts; ZTF,ZTF21aaxjpsw,,,,,,,,,,,,SN2021knh,,,,,0.03,137.53604166666668,-27.62405,SNIa,Ia,0
SDSS J101122.04+414717.7,,"ALeRCE, Fink, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxkckg,1338.7,g,18.1408,-19.11,27.797,7.759,20.038,-17.67,0.44,54.29817508,0.048,SN2021kmv,,,,,0.063,152.84195000000003,41.788402777777776,SNIa,Ia,0
,,"ZTF, ATLAS, AMPEL","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxjvyl,1335.74,g,18.9563,-17.47,>32.87,6.89,>25.98,-,-,37.69604285,0.191,SN2021kpx,,,,,0.04,137.65816666666666,68.29946111111111,SNII,II,2
,,"AMPEL, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aaxlbad,1340.95,g,18.6711,-19.51,26.194,10.195,15.999,-17.13,0.13,20.23564482,0.171,SN2021kmn,,,,,0.09,285.66195833333336,54.485619444444445,SNIa,Ia,0
KUG 1037+454B,0.052068,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aayddkn,1353.68,r,18.8423,-17.97,>30.761,16.741,>14.02,-21.62,0.66,58.38375479,0.05,SN2021kxr,,,,,0.052068,160.18701666666664,45.16246388888889,SNIb,Ib/c,1
MCG +11-16-017,0.034477,"ALeRCE, ATLAS, Pan-STARRS, AMPEL","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxsnvk,1345.83,r,17.2268,-18.70,22.526,9.446,13.08,-20.95,1.01,54.04342156,0.073,SN2021krv,,,,,0.034477,200.28529166666667,62.75016111111111,SNIa,Ia,0
SDSS J130314.48+512506.9,,"ALeRCE, AMPEL, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxsuik,,,,,,,,,,,,SN2021kro,,,,,0.12,195.81032083333335,51.41863333333333,SNIa,Ia,0
SDSS J113524.85+552657.1,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxswlc,1350.74,r,18.8914,-18.62,25.013,12.634,12.379,-18.48,0.37,58.5164718,0.034,SN2021krm,,,,,0.072,173.85375833333336,55.449041666666666,SNIa,Ia,0
2MASX J12511712+0031138,0.013565,"ALeRCE, ATLAS, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS","ePESSTO+, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF21aaxtctv,1354.71,r,16.6762,-17.20,33.428,17.648,15.78,-18.42,0.62,63.39236564,0.054,SN2021krf,,,,,0.01356,192.82267916666666,0.5207583333333334,SNIc,Ib/c,1
WISEA J134452.28-070706.0,0.07692,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxtdrs,1340.84,g,18.5495,-19.21,21.603,9.359,12.244,-22.47,1.22,53.39186577,0.103,SN2021kre,,,,,0.07692,206.22012916666665,-7.1170833333333325,SNIa,Ia,0
IC 3340,0.045231,"ALeRCE, YSE","ZTF, Pan-STARRS",UCSC,Pan-STARRS; ZTF,ZTF21aaxtepe,,,,,,,,,,,,SN2021krc,0.998,0.998,0.001,0.001,0.0445,186.63686666666666,16.847347222222222,SNII,II,2
UGC 10132,,"ALeRCE, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aaxtije,1361.89,r,17.8996,-18.93,72.846,25.154,47.692,-22.41,1.15,34.72346614,0.125,SN2021kqv,,,,,0.051,239.21683333333334,78.4636,SNIIn,II,2
SDSS J134005.78+292652.9,,"ALeRCE, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS",YSE,ATLAS; Pan-STARRS; ZTF,ZTF21aaxsofj,,,,,,,,,,,,SN2021kyp,1.0,0.0,1.0,0.0,0.12,205.02456249999997,29.447675,SNIa,Ia,0
SDSS J132759.26+242254.7,,"ALeRCE, GaiaAlerts, Fink, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aayfnjz,1359.71,r,17.1312,-17.88,24.914,15.979,8.935,-16.77,0.17,81.32734235,0.03,SN2021kww,,,,,0.023,201.99641666666668,24.381919444444446,SNIIb,Ib/c,1
2MASS J15335013+3056137,0.065749,ALeRCE,ZTF,,ZTF,ZTF21aaxtsqe,1341.79,r,18.6678,-18.76,24.047,12.665,11.382,-21.46,1.09,54.49185654,0.085,SN2021kqo,,,,,0.068,233.45877083333335,30.937297222222224,SNIa,Ia,0
SDSS J161324.29+605316.9,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxksct,1341.82,g,18.8129,-19.44,28.314,11.225,17.089,-21.04,0.72,42.36424317,0.035,SN2021kse,,,,,0.1,243.35244999999998,60.88817777777778,SNIa,Ia,0
ARP 021,0.028945,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS; ZTF,ZTF21aaxtzzj,,,,,,,,,,,,SN2021kqj,,,,,0.028551,166.2423625,30.02968611111111,SNII,II,2
SDSS J154354.03+261450.9,0.08157007,"ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aaxvrva,1349.82,r,18.8233,-19.04,41.743,13.909,27.834,-23.03,0.99,51.65870857,0.126,SN2021kye,,,,,0.08157,235.97633333333332,26.246669444444446,SNIa,Ia,0
SDSS J172625.49+290733.8,,"ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aaxzbrn,1345.9,g,18.6973,-18.87,23.556,8.311,15.245,-19.11,0.59,30.24923833,0.115,SN2021kxx,,,,,0.07,261.60625,29.12618888888889,SNIa,Ia,0
WISEA J183034.09+230747.6,,"ALeRCE, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aaygmiu,1349.9,g,18.7586,-19.33,24.381,11.4,12.981,-20.41,1.13,14.68693769,0.308,SN2021kwk,,,,,0.08,277.6429166666667,23.130480555555557,SNIa,Ia,0
,,"ALeRCE, ATLAS, Fink, AMPEL","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxvnjy,1345.91,g,17.8412,-19.79,26.786,9.852,16.934,-,-,25.57740746,0.097,SN2021ldj,,,,,0.073,270.17035000000004,37.27548888888889,SNIa,Ia,0
SDSS J164556.19+022733.0,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aayggyo,1345.94,r,18.988,-19.18,24.975,9.047,15.928,-21.06,1.01,28.84920468,0.223,SN2021kwp,,,,,0.09,251.48402916666666,2.459088888888889,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxwnlr,,,,,,,,,,,,SN2021kvm,,,,,0.023169,254.98472500000003,-4.4287222222222224,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",TCD,ATLAS; Pan-STARRS; ZTF,ZTF21aaxwcof,,,,,,,,,,,,SN2021kts,,,,,0.019,353.3553458333334,21.13297777777778,SNII,II,2
2MASX J10312956+0614383,0.031362,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxwytv,,,,,,,,,,,,SN2021kut,,,,,0.0313620009,157.87405416666667,6.242641666666667,SNIa,Ia,0
WISEA J110539.44+192737.1,0.093124,"ALeRCE, ATLAS","ZTF, ATLAS",Global SN Project,ATLAS; ZTF,ZTF21aaxxjen,1342.73,g,18.7783,-19.45,32.699,12.06,20.639,-22.06,0.98,64.58852749,0.067,SN2021kun,,,,,0.097,166.41407083333334,19.460291666666667,SNIa,Ia,0
,,"SGLF, Fink, AMPEL, ATLAS","ZTF, ATLAS",ZTF,ATLAS; SGLF; ZTF,ZTF21aaynlsf,,,,,,,,,,,,SN2021lbm,,,,,0.1,125.67566666666667,71.85149166666666,SNIa,Ia,0
SDSS J112629.31+470742.0,,"ALeRCE, ATLAS, Pan-STARRS, AMPEL","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxxmvs,1353.68,r,18.794,-18.06,25.15,15.126,10.024,-17.63,0.35,63.97077311,0.057,SN2021kum,,,,,0.053,171.622225,47.128461111111115,SNIIb,Ib/c,1
WISEA J125700.90+402604.3,0.061249,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxyecd,1348.76,g,18.2418,-18.94,23.28,10.095,13.185,-21.38,0.99,76.64411676,0.045,SN2021kui,,,,,0.061249,194.253375,40.434463888888885,SNIa,Ia,0
SDSS J140839.60+553440.7,0.07373463,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaxubqf,1345.87,g,18.625,-18.96,17.988,9.005,8.983,-21.07,1.09,58.31601573,0.044,SN2021kux,,,,,0.073698,212.164875,55.576661111111115,SNIa,Ia,0
IC 4396,0.034891,"ALeRCE, GaiaAlerts, ATLAS, AMPEL","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aaxxoei,1350.78,r,18.5157,-17.43,33.94,14.934,19.006,-22.02,1.07,70.94764282,0.043,SN2021kul,,,,,0.035126,214.3768333333333,28.80233888888889,SNII,II,2
WISEA J181949.35+561011.3,,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aaygmrl,1368.87,g,17.9191,-17.38,50.173,19.678,30.495,-18.11,0.30,26.54534986,0.11,SN2021kwj,,,,,0.025,274.9562916666667,56.166999999999994,SNIIn,II,2
WISEA J202824.46+020108.5,,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aaxzkfe,1348.92,r,18.8573,-19.15,33.841,15.302,18.539,-21.26,0.70,-20.43370496,0.344,SN2021ldd,,,,,0.08,307.1012083333333,2.01905,SNIa,Ia,0
WISEA J200756.18+584203.4,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxzczy,1346.93,r,18.377,-19.28,26.474,10.57,15.904,-20.55,1.14,13.77774776,0.684,SN2021kua,,,,,0.06,301.9837375,58.701594444444446,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaxzdxd,1345.96,r,18.6241,-19.36,27.455,13.475,13.98,-14.90,0.01,-16.81354695,0.32,SN2021lhs,,,,,0.08,302.49258333333336,1.219363888888889,SNIa,Ia,0
SDSS J092408.53+035605.5,0.0576505,"SGLF, Fink, ATLAS, AMPEL","ZTF, ATLAS",ZTF,ATLAS; SGLF; ZTF,ZTF21aaydbtk,,,,,,,,,,,,SN2021law,,,,,0.057679,141.03466666666665,3.9352666666666667,SNIa,Ia,0
2MASS J08332165+2506049,,"ALeRCE, AMPEL",ZTF,ZTF,ZTF,ZTF21aaydfro,,,,,,,,,,,,SN2021kxn,,,,,0.09,128.34018333333336,25.10115277777778,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21ababpoq,,,,,,,,,,,,SN2021lwd,,,,,0.0198,126.86137499999998,17.28713888888889,SNIIb,Ib/c,1
NGC 5231,0.021759,"ALeRCE, AMPEL, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF21aaydxoo,1346.8,r,16.8837,-18.03,28.175,8.967,19.208,-22.44,1.12,63.64156694,0.066,SN2021kwc,,,,,0.021759,203.94965833333336,2.9998194444444444,SNIIn,II,2
SDSS J133747.76+011946.8,0.07897077,"ALeRCE, AMPEL, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaydwzt,1348.84,g,18.5413,-,27.255,9.363,17.892,-,-,61.90755097,0.067,SN2021kxf,,,,,,204.44807916666667,1.3292805555555556,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aamxads,1352.7,g,18.4508,-19.23,21.573,14.132,7.441,-22.94,0.93,51.2170612,0.042,SN2021mak,,,,,0.077,214.3719375,63.28627222222222,SNIa,Ia,0
SDSS J162512.44+325632.3,,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF21aayquba,1349.87,g,18.4757,-19.58,24,8.256,15.744,-18.71,0.36,43.85467593,0.063,SN2021lhg,,,,,0.09,246.3022916666667,32.94235,SNIa,Ia,0
,,"ZTF, AMPEL",ZTF,ZTF,ZTF,ZTF21abccdld,,,,,,,,,,,,SN2021mwh,,,,,0.03501,239.17444583333335,68.37859999999999,SNIIn,II,2
,,AMPEL,ZTF,ZTF,ZTF,ZTF21aaygkfw,1346.94,r,18.9971,-19.41,36.504,17.511,18.993,-20.39,1.51,-16.81284198,0.512,SN2021lwm,,,,,0.09,331.4259208333333,34.68033611111111,SNIa,Ia,0
NGC 7775,0.022549,"ALeRCE, YSE","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF21aaygqkb,,,,,,,,,,,,SN2021kwg,0.636,0.216,0.148,0.636,0.022549,358.09813333333335,28.772908333333334,SNIc,Ib/c,1
WISEA J160401.05-142559.7,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aazcune,1345.88,g,18.9195,-19.66,>36.093,15.113,>20.98,-19.82,0.70,27.47989901,0.496,SN2021lgl,,,,,0.09,241.00464166666666,-14.433947222222223,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aaylweu,,,,,,,,,,,,SN2021lmr,,,,,0.052,247.49645833333335,-18.348469444444444,SNIa,Ia,0
,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF21aaymnuc,,,,,,,,,,,,SN2021lnf,,,,,0.038934,144.50762500000002,-16.858719444444446,SNIa,Ia,0
SDSS J120620.94+124013.9,,"ALeRCE, AMPEL, ATLAS","ZTF, ATLAS",ePESSTO+,ATLAS; ZTF,ZTF21aayonfd,,,,,,,,,,,,SN2021lei,,,,,0.112,181.58736666666667,12.670727777777778,SNIc,Ib/c,1
WISEA J141149.70+180035.3,0.082898,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aazbico,1358.81,r,18.4226,-19.44,28.993,14,14.993,-21.09,0.80,69.36158106,0.076,SN2021llv,,,,,0.0829,212.95670416666667,18.008572222222224,SNIa,Ia,0
,,ZTF,ZTF,SCAT,ZTF,ZTF21aayqdwk,,,,,,,,,,,,SN2021ljs,,,,,0.06,201.49221666666668,-26.464691666666667,SNIa,Ia,0
WISEA J154638.32-070926.5,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF21aayqycm,1346.9,r,18.8333,-19.50,30.075,12.199,17.876,-22.20,0.91,35.48774884,0.424,SN2021leb,,,,,0.09,236.65963333333335,-7.1583194444444445,SNIa,Ia,0
,,"AMPEL, Fink, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF21aayqrgx,1349.81,r,18.5521,-17.27,30.527,11.069,19.458,-17.97,0.66,43.75709384,0.059,SN2021lax,,,,,0.033,212.3385,72.11726944444443,SNIb,Ib/c,1
