
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,hostabs,hostcol,b,A_V
ZTF21acdjbre,AT2021zhb,22:36:23.80,+13:52:45.0,1480.82,g,18.7617,-,15.358,4.404,10.954,-,-,-,-,-37.51184654,0.154
ZTF21acdldid,AT2021zwl,22:11:52.49,+21:21:08.2,1489.74,g,18.8177,-,22.453,8.347,14.106,-,-,-,-,-28.03184636,0.162
ZTF21acdrdmq,AT2021aace,23:52:29.06,+39:57:35.7,1489.84,g,18.9696,-,>20.538,11.528,>9.01,-,-,-,-,-21.52249915,0.363
ZTF21acdtipf,AT2021zzt,22:13:08.11,-23:47:17.0,1491.71,r,18.4996,-,>22.909,16.969,>5.94,-,-,-,-,-54.25567237,0.088
ZTF21acdttwg,AT2021zta,02:51:52.52,+47:23:50.8,1488.84,r,18.7164,-,>59.057,7.067,>51.99,-,-,-,-,-10.69121184,0.548
ZTF21acdzbeg,AT2021zrx,21:23:01.90,-25:31:31.3,1497.71,r,18.8159,-,43.004,16.695,26.309,-,-,-,-,-43.61552864,0.133
ZTF21acecpxo,AT2021zrm,02:55:36.83,+08:54:43.5,1498.87,r,18.8466,-,35.633,19.299,16.334,-,-,-,-,-43.05256875,0.673
ZTF21acernhn,AT2021aagy,05:23:57.01,+04:22:33.5,1496.94,r,18.6715,-,25.172,8.458,16.714,-,-,-,-,-17.2049407,0.32
ZTF21acertnr,AT2021aawf,08:50:54.58,+57:07:40.3,1500.99,r,18.9839,-,22.643,12.021,10.622,-,-,-,-,38.57491348,0.156
ZTF21acerugd,AT2021aabe,09:23:10.96,+28:56:23.8,1496.97,r,18.6318,-,23.343,8.022,15.321,-,-,-,-,44.38484002,0.055
ZTF21acerujm,AT2021aaar,09:22:09.12,+03:57:34.5,1488.02,r,18.7267,-,>28.904,>9,19.904,-,-,-,-,35.04197928,0.131
ZTF21acfcerq,AT2021aahu,18:23:25.58,+68:42:52.4,1491.80,g,18.963,-,26.915,6.021,20.894,-,-,-,-,27.66299748,0.134
ZTF21acfixmg,AT2021aaua,07:13:59.52,+54:31:38.4,1503.89,r,18.6572,-,18.202,10.023,8.179,-,-,-,-,24.96699049,0.221
ZTF21acfkbmd,-,09:54:37.27,+06:37:19.8,1503.02,r,18.0867,-,>42.938,12.988,>29.95,-,-,-,-,43.33998797,0.076
ZTF21acfkjyx,AT2021abmg,16:37:16.96,+78:08:41.8,1502.68,r,18.857,-,19.815,7.825,11.99,-,-,-,-,33.18045956,0.113
ZTF21acfqkmm,AT2021aana,16:50:57.83,+58:56:51.7,1502.63,g,18.6832,-,>17.528,7.528,>10,-,-,-,-,38.38932116,0.042
ZTF21acfrbsq,AT2021aamu,21:25:04.36,+30:39:12.8,1502.70,r,18.8481,-,23.142,7.154,15.988,-,-,-,-,-14.07401931,0.512
ZTF21acgroek,AT2021abdu,04:55:02.39,+07:08:17.3,1512.86,r,18.7181,-,24.496,13.279,11.217,-,-,-,-,-21.88897564,0.369
ZTF21acgubuv,AT2021abho,08:26:16.84,+02:03:11.7,1496.96,r,18.8974,-,33.959,5.909,28.05,-,-,-,-,21.96182919,0.162
ZTF21acguhey,AT2021abaz,06:58:26.21,+24:38:24.7,1509.96,r,18.915,-,28.021,14.998,13.023,-,-,-,-,12.40440636,0.183
ZTF21acgumnf,AT2021aasl,09:16:21.46,+17:43:40.2,1496.97,r,17.4052,-,25.78,6.468,19.312,-,-,-,-,39.78247046,0.086
ZTF21acguovu,AT2021aaxq,08:05:52.86,+20:27:47.6,1496.97,r,18.8958,-,34.433,13.577,20.856,-,-,-,-,25.1837115,0.109
ZTF21achaksc,AT2021abae,11:05:16.43,+32:37:23.9,1521.98,r,18.6713,-,>62.99,>33.95,>29.04,-,-,-,-,66.40685585,0.074
ZTF21achaozk,AT2021abra,10:37:57.86,+15:15:31.2,1503.02,r,18.933,-,>29.524,>14,15.524,-,-,-,-,56.83271561,0.103
ZTF21achawte,AT2021abcq,17:38:53.64,+51:36:46.7,1504.70,g,18.6112,-,23.458,12.423,11.035,-,-,-,-,31.96799547,0.071
ZTF21achiyby,AT2021abqv,05:15:54.50,-23:19:45.7,1504.94,g,18.9427,-,40.506,7.552,32.954,-,-,-,-,-30.75970577,0.087
ZTF21achiyvs,AT2021abrw,09:01:30.36,+11:28:47.5,1500.96,g,18.9343,-,>46.604,>23.94,22.664,-,-,-,-,34.02783703,0.082
ZTF21achjauf,AT2021abix,08:48:09.71,+29:52:54.1,1527.00,r,18.842,-,>49.552,25.622,>23.93,-,-,-,-,37.11522124,0.096
ZTF21achkfcy,AT2021abkz,09:57:21.34,-02:45:14.1,1519.05,r,18.9339,-,28.629,15.028,13.601,-,-,-,-,38.51363658,0.105
ZTF21achkfzp,AT2021abig,11:16:50.83,+18:43:10.5,1510.02,r,18.0039,-,26.011,10.146,15.865,-,-,-,-,66.70350248,0.063
ZTF21achpmve,AT2021abhf,18:23:41.38,+45:10:31.2,1504.70,g,18.5789,-,23.302,6.784,16.518,-,-,-,-,23.52769622,0.137
ZTF21achqoeo,AT2021abrb,21:54:19.88,+42:15:05.0,1517.61,r,18.8094,-,32.651,15.094,17.557,-,-,-,-,-9.50106771,0.782
ZTF21achyvmp,AT2021abyq,10:49:51.44,+39:52:10.6,1509.97,r,18.6992,-,34.318,8.695,25.623,-,-,-,-,61.8229158,0.041
ZTF21aciezlg,AT2021acbd,06:40:30.76,-18:28:18.7,1518.99,r,18.546,-,23.715,8.366,15.349,-,-,-,-,-10.64356686,0.791
ZTF21aciobho,AT2021acbs,06:20:19.20,+36:25:10.2,1509.89,g,18.2528,-,13.051,1.883,11.168,-,-,-,-,10.00738439,0.976
ZTF21aciokyl,AT2021abzm,06:20:57.17,-13:21:16.4,1518.99,r,18.8697,-,30.006,11.987,18.019,-,-,-,-,-12.71867195,0.84
ZTF21aciqmsu,AT2021acam,22:24:33.09,+16:35:11.1,1517.63,r,18.6644,-,21.22,12.183,9.037,-,-,-,-,-33.6088693,0.154
ZTF21acirwxt,AT2021acbf,22:22:15.47,+36:03:49.7,1526.64,r,18.7901,-,>31.974,14.964,>17.01,-,-,-,-,-17.69162628,0.381
ZTF21acisfwo,AT2021aclw,01:35:01.67,+16:51:05.5,1517.78,r,18.8825,-,21.954,9.928,12.026,-,-,-,-,-44.76685489,0.243
ZTF21aciutrj,AT2021aclr,17:54:25.10,+62:47:34.9,1522.64,g,18.9471,-,>19.999,12.959,>7.04,-,-,-,-,30.37999934,0.102
ZTF21acizqkx,AT2021acef,04:45:09.07,+05:28:30.4,1512.86,r,18.9803,-,12.376,6.4,5.976,-,-,-,-,-24.85559601,0.389
ZTF21acjbbao,AT2021aclu,21:41:37.15,-09:29:18.9,1524.61,g,18.6756,-,>22.914,15.834,>7.08,-,-,-,-,-41.96844246,0.116
ZTF21acjbpbj,AT2021adbx,18:48:36.08,+48:17:24.8,1524.62,g,18.6799,-,>29.033,10.043,>18.99,-,-,-,-,20.3488483,0.191
ZTF21acjbuih,AT2021acoa,22:09:22.96,-10:35:12.3,1532.67,g,18.9868,-,>25.011,15.021,>9.99,-,-,-,-,-48.49255052,0.095
ZTF21acjcwbf,AT2021acro,19:27:28.57,+43:24:59.4,1529.66,r,18.6574,-,>23.192,12.202,>10.99,-,-,-,-,12.24911345,0.286
ZTF21acjiwqc,AT2021adcq,23:54:37.77,+30:06:09.6,1532.64,r,18.5874,-,>29.061,11.081,>17.98,-,-,-,-,-31.17943787,0.145
ZTF21acjndeu,AT2021acpg,05:47:56.81,+63:11:14.5,1525.87,r,18.6453,-,28.345,16.325,12.02,-,-,-,-,17.28736162,0.546
ZTF21acjoryj,AT2021acnk,12:55:25.70,+86:12:07.8,1531.95,r,18.8094,-,>32.99,>13.93,>19.06,-,-,-,-,30.92565097,0.616
ZTF21acjpsdc,AT2021adgl,10:04:19.29,+61:44:20.2,1531.93,r,18.9193,-,27.422,13.436,13.986,-,-,-,-,45.71516391,0.047
ZTF21acjqbre,AT2023abuu,11:39:43.37,+13:53:17.4,1519.03,r,18.8135,-,>22.212,8.272,>13.94,-,-,-,-,68.66424386,0.09
ZTF21acjvhbq,AT2021adhn,07:49:36.28,+32:05:47.2,1536.99,r,18.7818,-,>28.106,14.226,>13.88,-,-,-,-,25.56872191,0.197
ZTF21acjxiyh,AT2021acwi,05:47:56.99,-22:03:27.5,1518.94,g,18.7311,-,>20.433,6.463,>13.97,-,-,-,-,-23.379914,0.097
ZTF21acjybeh,AT2021adgn,10:39:57.98,+65:53:35.6,1524.96,r,18.8711,-,34.652,8.737,25.915,-,-,-,-,46.18124414,0.042
ZTF21acjzvbl,AT2021adgt,08:46:01.55,+27:38:51.5,1531.92,r,18.987,-,23.427,11.59,11.837,-,-,-,-,36.12476241,0.152
ZTF21ackbtpd,AT2023lnk,23:08:55.44,-19:57:04.1,2123.92,g,18.6819,-,17.973,8.44,9.533,-,-,-,-,-65.48603187,0.087
ZTF21ackuems,AT2021adok,05:59:54.72,-19:38:22.5,1531.88,g,18.901,-,27,8.068,18.932,-,-,-,-,-19.88445159,0.14
ZTF21aclglgy,AT2021adpc,07:38:04.75,+02:09:30.3,1538.94,r,18.9895,-,>27.919,16.039,>11.88,-,-,-,-,11.35697669,0.271
ZTF21aclidzb,AT2021adij,10:41:41.12,+25:34:22.3,1533.03,g,18.9127,-,22.973,8.338,14.635,-,-,-,-,60.97068724,0.086
ZTF21aclizab,AT2021adib,10:05:42.37,+33:03:07.2,1538.88,g,18.9238,-,22.333,13.874,8.459,-,-,-,-,53.89791197,0.041
ZTF21acljgvl,AT2021adhv,09:33:06.77,-06:49:11.0,1526.98,g,18.9148,-,>31.57,7.53,>24.04,-,-,-,-,31.25253572,0.096
ZTF21aclmnod,AT2021adkt,00:44:48.46,-22:06:58.9,1529.69,r,18.3421,-,>17.085,6.085,>11,-,-,-,-,-84.76678045,0.046
ZTF21aclnklu,AT2021admu,02:27:28.32,+42:12:57.2,1532.85,r,18.964,-,>16.442,8.462,>7.98,-,-,-,-,-17.2011025,0.186
ZTF21aclyxes,SN2021adly,11:28:41.80,+35:06:45.5,1528.00,g,18.8443,-,25.599,4.716,20.883,-,-,-21.11,0.79,70.62605968,0.059
ZTF21aclzzhu,AT2021adut,11:36:39.09,+17:38:36.9,1526.02,r,18.6223,-,>16.357,9.397,>6.96,-,-,-,-,70.317536,0.066
ZTF21acmgqjz,AT2021adyu,01:38:36.82,-08:22:59.0,1531.83,g,18.951,-,>17.124,6.184,>10.94,-,-,-,-,-68.18203818,0.085
ZTF21acnfwew,AT2021advb,10:37:57.88,+13:31:41.8,1533.03,g,18.9287,-,24.127,8.437,15.69,-,-,-,-,56.02892552,0.103
ZTF21acnkeiu,AT2021adxb,22:15:39.84,+46:31:45.8,1531.64,r,18.8789,-,>27.384,8.404,>18.98,-,-,-,-,-8.35469362,0.463
ZTF21acouakb,AT2021aeke,08:58:56.81,+59:46:07.5,1538.93,r,18.9056,-,>18.537,6.607,>11.93,-,-,-,-,39.09544311,0.12
ZTF21acpzlho,AT2021aexx,01:18:20.10,+07:23:59.8,1540.81,g,18.7626,-,>89.802,5.972,>83.83,-,-,-,-,-54.86270544,0.084
ZTF21acqkqad,AT2023mar,22:36:47.74,-15:44:38.4,2134.91,g,18.467,-,20.086,9.994,10.092,-,-,-,-,-56.79365249,0.143
ZTF22aaaeons,AT2022zg,15:27:18.68,-08:31:57.5,1693.81,r,18.4811,-,>207.66,>92.79,>114.87,-,-,-,-,38.07158827,0.299
ZTF22aaafnyu,AT2022hn,15:33:10.06,-14:13:46.0,1631.00,r,18.321,-,>72.812,>9,63.812,-,-,-,-,32.99498637,0.52
ZTF22aaafqsp,AT2022bzs,18:06:44.08,+14:55:32.1,1630.97,g,18.7802,-,>19.98,>8.96,>11.02,-,-,-,-,16.50650864,0.357
ZTF22aaaikxv,AT2022bza,11:24:16.59,+15:05:42.6,1630.90,g,18.7926,-,>17.87,>7.9,>9.97,-,-,-,-,66.4383813,0.098
ZTF22aaaiuhz,AT2022coe,08:06:49.79,+39:25:35.1,1630.67,r,18.7746,-,>15.06,>4.93,>10.13,-,-,-,-,30.77586182,0.144
ZTF22aaapeti,AT2022cvv,20:03:49.20,+14:24:48.5,1631.06,r,18.8322,-,>16.956,>7,9.956,-,-,-,-,-8.87198487,0.714
ZTF22aabgbug,-,19:43:33.58,+60:43:45.1,1707.95,r,18.707,-,>152.132,>78.93,73.202,-,-,-,-,17.4366924,0.152
ZTF22aadephk,AT2022gdq,13:17:34.35,+49:24:48.5,1687.87,r,18.8798,-,22.445,13.979,8.466,-,-,-,-,67.15341596,0.026
ZTF22aadgpps,AT2022gkt,18:42:34.33,+48:23:51.9,1685.91,g,18.9799,-,25.196,13.004,12.192,-,-,-,-,21.33553412,0.163
ZTF22aadgrrv,AT2022fyr,18:07:39.53,+36:15:05.4,1679.82,g,18.707,-,26.48,7.374,19.106,-,-,-,-,23.94792731,0.103
ZTF22aadikwd,AT2022frm,07:03:01.32,+64:51:59.6,1680.73,r,18.817,-,>22.01,>9.07,>12.94,-,-,-,-,25.58898021,0.091
ZTF22aadksjo,AT2022fri,09:54:44.64,+22:19:00.8,1683.87,r,18.8904,-,>24.36,>12.09,12.27,-,-,-,-,49.78865174,0.071
ZTF22aadtowh,AT2022fzx,07:42:59.99,+32:19:53.8,1680.72,r,18.4403,-,>38.02,>8.06,>29.96,-,-,-,-,24.30755863,0.12
ZTF22aaedoxt,AT2022glh,16:31:45.63,+55:38:10.1,1683.81,g,18.9648,-,19.548,9.199,10.349,-,-,-,-,41.60263414,0.02
ZTF22aaeduof,AT2022gkh,17:38:02.32,+14:09:03.5,1683.90,r,18.8911,-,>27.01,>10.01,>17,-,-,-,-,22.52962891,0.279
ZTF22aaeeaoe,AT2022gms,15:58:21.06,+27:05:25.9,1683.80,g,18.8091,-,17.85,7.732,10.118,-,-,-,-,48.65758689,0.124
ZTF22aaejyqy,AT2022hiz,11:54:01.65,+25:34:27.2,1688.83,r,18.9543,-,25.206,11.2,14.006,-,-,-,-,77.05254185,0.049
ZTF22aaemcun,AT2022gud,12:54:59.29,+32:05:52.3,1684.80,g,18.9783,-,20.461,7.517,12.944,-,-,-,-,84.97105485,0.041
ZTF22aaemnmb,AT2022gnl,14:28:34.19,+17:20:04.0,1687.89,r,18.8348,-,>55.564,>12.04,43.524,-,-,-,-,65.54149734,0.052
ZTF22aaesshq,AT2022gtj,15:45:06.86,+11:29:46.2,1694.80,r,18.9196,-,50.038,18.287,31.751,-,-,-,-,46.4146265,0.137
ZTF22aaezkss,AT2022hbg,14:17:29.85,-23:14:08.9,1693.80,r,18.5774,-,22.109,9.634,12.475,-,-,-,-,35.51565239,0.257
ZTF22aaezkwy,AT2022gyq,16:06:17.75,-06:45:16.4,1684.91,r,18.8377,-,>40.434,>7,33.434,-,-,-,-,31.97294652,0.489
ZTF22aafafbt,AT2022hmx,15:16:28.06,+02:55:21.2,1711.84,r,18.7664,-,>59.246,>29,30.246,-,-,-,-,47.72913681,0.124
ZTF22aafaosm,AT2022gyx,17:28:09.66,+29:49:10.7,1685.89,g,18.7199,-,31.633,6.634,24.999,-,-,-,-,30.07862668,0.132
ZTF22aafcqzh,AT2022hbq,09:20:26.39,+73:14:44.2,1688.84,r,18.8135,-,>35.898,10.038,>25.86,-,-,-,-,36.29352104,0.069
ZTF22aafctmu,AT2022hac,10:45:21.19,-18:14:00.0,1690.75,g,18.7374,-,>23.587,>12.02,11.567,-,-,-,-,35.30322317,0.111
ZTF22aafdazc,AT2022hcb,09:44:57.40,+31:05:55.8,1697.68,r,18.9719,-,>40.99,>18.94,>22.05,-,-,-,-,49.37093229,0.081
ZTF22aaffalv,AT2022gzt,11:07:41.33,+15:58:33.2,1687.76,g,18.7958,-,>20.93,>8.95,>11.98,-,-,-,-,63.49983629,0.053
ZTF22aafkrkf,AT2022fji,12:44:44.06,+06:58:31.7,1682.71,g,18.7085,-,19.848,2.328,17.52,-,-,-,-,69.78437943,0.067
ZTF22aafkxec,AT2022hgz,17:07:21.01,+59:41:59.3,1685.89,g,18.7741,-,>14.16,>6.1,>8.06,-,-,-,-,36.20593473,0.066
ZTF22aaflvzj,AT2022hgu,16:13:17.23,+26:16:31.2,1685.85,r,18.9188,-,27.185,4.085,23.1,-,-,-,-,45.22458844,0.134
ZTF22aafmste,AT2022hjb,10:54:38.63,+05:53:31.2,1689.80,g,18.7286,-,>20.69,>9.05,11.64,-,-,-,-,55.04532222,0.088
ZTF22aafrwjd,AT2022hpj,10:59:08.70,+42:08:33.3,1690.78,g,18.6366,-,>26.754,>6.92,19.834,-,-,-,-,62.6506408,0.038
ZTF22aaftkbk,AT2022gdx,12:49:45.70,+41:45:04.3,1684.84,r,18.8936,-,>12.98,>0,>12.98,-,-,-,-,75.37318029,0.036
ZTF22aagfchp,AT2022hqr,13:37:03.20,+27:30:25.5,1696.72,g,18.8633,-,>34.953,>11.88,23.073,-,-,-,-,79.86439676,0.033
ZTF22aagrrxy,AT2022hrx,11:25:17.01,+46:44:48.7,1699.73,g,18.956,-,>29.636,>13.99,15.646,-,-,-,-,64.07469092,0.045
ZTF22aagtzdf,AT2022hty,09:09:00.71,+24:58:06.1,1695.72,r,18.928,-,>28.01,>8.05,>19.96,-,-,-,-,40.40799341,0.088
ZTF22aagviok,AT2022htx,12:46:39.70,+22:18:01.7,1695.85,g,18.5917,-,>31.771,>7.98,23.791,-,-,-,-,85.05181124,0.094
ZTF22aagvysp,AT2022hyq,18:14:09.71,+47:21:46.8,1695.95,r,18.7922,-,>20.999,>6.02,14.979,-,-,-,-,25.66250448,0.106
ZTF22aagyatt,AT2022hvt,08:35:16.63,+44:29:55.3,1702.68,r,18.5801,-,>21,>13.99,>7.01,-,-,-,-,36.68919385,0.086
ZTF22aagyvpp,AT2022huv,13:46:05.06,-09:18:05.3,1693.84,g,18.7722,-,>33.036,>5.05,27.986,-,-,-,-,51.23637283,0.141
ZTF22aagzmwq,AT2022irz,15:00:18.13,+30:30:40.2,1697.86,r,18.5377,-,>19.98,>9,>10.98,-,-,-,-,61.6680153,0.05
ZTF22aahavya,AT2022hxf,11:44:14.49,+26:29:50.8,1699.74,g,18.9182,-,>25.925,>9.96,15.965,-,-,-,-,75.0049614,0.061
ZTF22aaheahq,AT2022ihe,09:11:37.41,+58:12:36.2,1701.73,r,18.7906,-,>24.79,8.77,>16.02,-,-,-,-,41.05729919,0.084
ZTF22aaheebz,AT2022iay,12:25:46.28,-17:49:35.5,1700.73,g,18.5861,-,>18.922,>9.93,8.992,-,-,-,-,44.61631081,0.122
ZTF22aahfjwz,AT2022igo,14:03:12.68,+03:33:27.0,1699.94,g,18.9805,-,>24.508,>6.09,18.418,-,-,-,-,60.85180821,0.076
ZTF22aahgahp,AT2022iow,21:57:30.78,+29:42:16.5,1696.97,r,18.9424,-,>35.028,>5.96,29.068,-,-,-,-,-19.57009528,0.273
ZTF22aahhgjh,SN2022ihb,13:46:13.40,+23:05:10.9,1700.75,g,17.9743,-,>27.971,>5.95,22.021,-,-,-19.74,0.43,76.96486374,0.044
ZTF22aahhscd,-,14:04:08.40,+73:39:39.8,1707.77,r,18.8721,-,>27.628,>13.99,13.638,-,-,-,-,42.48901236,0.065
ZTF22aahiabh,AT2022iio,15:01:58.17,+09:21:26.9,1700.80,r,18.916,-,>32.006,>5.99,26.016,-,-,-,-,54.4554731,0.083
ZTF22aahivky,AT2022ife,19:54:30.39,+61:17:14.2,1709.94,r,18.8884,-,31.691,14.441,17.25,-,-,-,-,16.48336035,0.212
ZTF22aahivsn,AT2022ilu,17:26:43.35,+10:54:03.6,1702.92,r,18.9628,-,>26.571,>9.01,17.561,-,-,-,-,23.70118648,0.515
ZTF22aahjavq,AT2022ing,16:27:20.99,+52:22:22.6,1697.89,r,18.6153,-,>16.92,>3.94,>12.98,-,-,-,-,42.89736977,0.079
ZTF22aahjbqt,AT2022iez,18:42:25.70,+60:36:55.8,1701.92,g,18.9681,-,>29.327,>7.97,21.357,-,-,-,-,24.48691325,0.114
ZTF22aahjbrf,-,18:42:49.64,+61:19:17.1,1702.95,g,18.8759,-,>25.382,>9,16.382,-,-,-,-,24.58813075,0.14
ZTF22aahljax,AT2022irq,11:25:15.87,-02:04:39.7,1708.71,r,18.7628,-,34.502,12.183,22.319,-,-,-,-,54.16797278,0.136
ZTF22aahmgmv,AT2022iab,12:55:02.53,+14:19:35.5,1741.75,r,18.4854,-,>71.647,42.707,>28.94,-,-,-,-,77.17064891,0.083
ZTF22aahmttr,AT2022isl,17:49:36.19,+16:35:11.2,1702.90,r,18.9795,-,>16.12,>8.08,>8.04,-,-,-,-,20.94774122,0.229
ZTF22aahngix,AT2022iyu,14:21:17.67,+55:52:27.1,1711.72,g,18.9601,-,25.307,11.812,13.495,-,-,-,-,57.02155589,0.035
ZTF22aahnwvk,AT2022iny,18:43:58.89,+33:09:54.1,1698.97,r,18.8983,-,>16.536,>4,12.536,-,-,-,-,15.88357631,0.228
ZTF22aahwvhu,AT2022iei,13:22:56.32,+09:39:00.3,1701.79,g,18.8803,-,>24.704,>5.08,19.624,-,-,-,-,71.0066388,0.061
ZTF22aaictjl,AT2022iub,11:51:24.82,+53:27:25.9,1719.70,r,18.6514,-,36.063,19.01,17.053,-,-,-,-,61.42511009,0.051
ZTF22aaidgtb,AT2022itv,14:29:13.23,+15:00:23.1,1711.74,g,18.8584,-,20.587,11.905,8.682,-,-,-,-,64.2423588,0.064
ZTF22aaihebl,AT2022irv,17:55:01.17,+45:05:19.2,1710.91,r,18.5953,-,>27.886,>13,14.886,-,-,-,-,28.42791799,0.096
ZTF22aaihifa,AT2022jbm,17:42:27.43,+17:12:50.3,1708.94,r,18.9743,-,>29.083,>11.03,18.053,-,-,-,-,22.76632942,0.174
ZTF22aaihxzh,AT2022isu,17:38:34.17,+09:09:52.5,1708.88,r,18.8813,-,>25.931,>10.94,14.991,-,-,-,-,20.32234961,0.457
ZTF22aaiisww,AT2022jdt,13:54:15.01,+54:17:21.7,1711.72,g,18.8792,-,25.639,8.566,17.073,-,-,-,-,60.49808163,0.038
ZTF22aaikall,AT2022jdr,23:42:08.67,+48:42:32.7,1763.85,r,18.5184,-,153.38,61.865,91.515,-,-,-,-,-12.59357776,0.593
ZTF22aaiopft,AT2022jcg,15:57:59.43,+28:54:20.7,1714.84,r,18.692,-,24.974,11.995,12.979,-,-,-,-,49.05589114,0.114
ZTF22aaipalx,AT2022izw,15:49:16.78,-25:03:55.3,1711.83,r,18.3449,-,25.479,11.952,13.527,-,-,-,-,22.47101624,0.677
ZTF22aaipujm,AT2022izt,13:04:12.25,+01:40:16.8,1717.78,g,18.8779,-,24.344,15.954,8.39,-,-,-,-,64.35972543,0.072
ZTF22aaitkjd,AT2022jim,11:18:42.32,+54:24:15.7,1711.78,r,18.7505,-,>28.458,>9.98,18.478,-,-,-,-,57.88468182,0.033
ZTF22aaixooj,AT2022jkn,10:26:48.24,+16:55:03.7,1713.67,g,18.9417,-,23.738,10.77,12.968,-,-,-,-,55.10075933,0.102
ZTF22aaizrkr,AT2022jhb,13:16:34.13,+00:52:06.1,1709.77,r,18.9579,-,>16.567,>1.98,14.587,-,-,-,-,63.05620429,0.08
ZTF22aajagzv,AT2022juk,18:56:45.51,+24:40:56.2,1701.96,g,18.8331,-,>20.01,>0.05,>19.96,-,-,-,-,9.88330477,0.695
ZTF22aajgubk,AT2022jkj,08:12:42.06,+79:50:01.4,1708.76,r,18.908,-,>16.02,>5,>11.02,-,-,-,-,30.22294756,0.068
ZTF22aajhdnf,AT2022jkh,11:19:44.49,+63:23:51.0,1711.68,g,18.7814,-,30.957,5.924,25.033,-,-,-,-,50.78432702,0.025
ZTF22aajhiri,AT2022jny,11:49:44.92,-08:40:42.6,1715.75,g,18.0229,-,>29.963,8.003,>21.96,-,-,-,-,51.19779571,0.177
ZTF22aajilxk,AT2022jnj,15:13:51.47,+54:37:40.5,1717.74,r,18.9296,-,23.816,7.906,15.91,-,-,-,-,52.25086381,0.045
ZTF22aajiuar,AT2022jru,14:26:28.10,+11:10:29.1,1723.80,r,18.7946,-,>35.621,>14.01,21.611,-,-,-,-,62.56017785,0.084
ZTF22aajjdkr,AT2022jou,17:49:34.47,+16:40:40.9,1714.90,r,18.7107,-,>13.286,>6.02,7.266,-,-,-,-,20.99028785,0.231
ZTF22aajjpjv,-,21:12:15.53,+25:27:34.4,1718.93,r,18.8012,-,>28.086,>10.99,17.096,-,-,-,-,-15.50015653,0.335
ZTF22aajjurd,AT2022jrr,19:11:44.45,+64:37:18.9,1719.87,r,18.9867,-,21.771,10.492,11.279,-,-,-,-,22.22451817,0.195
ZTF22aajnyhg,AT2022jsh,13:22:40.37,-01:50:36.5,1717.78,g,18.7126,-,41.449,5.464,35.985,-,-,-,-,60.0670252,0.086
ZTF22aajotmz,AT2022jot,14:08:00.23,+06:14:09.2,1726.84,r,18.9492,-,22.514,14.803,7.711,-,-,-,-,62.2931264,0.07
ZTF22aajqazq,AT2022jrt,21:56:12.22,+22:26:38.1,1714.96,g,18.805,-,>18.014,>5.03,12.984,-,-,-,-,-24.80492102,0.221
ZTF22aajrqah,AT2022jtf,13:47:30.76,+62:30:59.3,1722.95,g,18.6745,-,>18.645,11.685,>6.96,-,-,-,-,53.41905804,0.06
ZTF22aajsgxk,AT2022jtb,18:06:34.88,+01:36:37.4,1721.89,r,18.7565,-,>20.998,>11,9.998,-,-,-,-,10.70948537,0.868
ZTF22aajzfxb,AT2022kto,21:53:20.44,-05:14:01.7,1744.94,g,18.5376,-,>49.946,>31,18.946,-,-,-,-,-42.33529105,0.093
ZTF22aakavja,AT2022jzi,13:13:32.34,+44:53:07.9,1724.83,g,18.7363,-,27.674,8.629,19.045,-,-,-,-,71.70048104,0.043
ZTF22aakdnme,AT2022ket,13:34:40.60,+22:53:54.4,1726.79,g,18.6687,-,>27.935,>7,20.935,-,-,-,-,79.33572242,0.051
ZTF22aakdods,AT2022kcp,12:46:12.35,+65:52:22.9,1722.80,g,18.9721,-,>17.033,>3.06,13.973,-,-,-,-,51.24666299,0.05
ZTF22aakesuc,AT2022kef,15:01:40.92,+03:27:10.3,1724.79,r,18.7145,-,>12.995,>5.02,7.975,-,-,-,-,50.9139389,0.13
ZTF22aakfmcf,AT2022kmj,18:55:40.72,+46:13:41.1,1731.94,r,18.7167,-,>28.635,>14.09,14.545,-,-,-,-,18.53457313,0.19
ZTF22aakiqpr,AT2022kdm,21:42:32.01,-06:32:45.0,1722.96,g,18.5826,-,>18.73,>4.04,14.69,-,-,-,-,-40.72555572,0.086
ZTF22aakitdm,-,21:49:31.73,+34:53:31.5,1741.89,r,17.9663,-,33.882,19.863,14.019,-,-,-,-,-14.5383362,0.595
ZTF22aaklxpa,AT2022kew,20:01:40.53,+68:08:32.9,1727.88,r,18.9602,-,>20.668,>8.01,12.658,-,-,-,-,18.85923431,0.752
ZTF22aakofcc,AT2022kkn,17:00:13.88,+07:49:39.3,1729.90,g,18.9541,-,>15.05,>4.07,>10.98,-,-,-,-,28.25106702,0.29
ZTF22aalbblv,AT2022kub,13:03:43.91,-02:51:43.0,1734.74,r,18.8818,-,23.066,9.451,13.615,-,-,-,-,59.86349898,0.062
ZTF22aalcexr,AT2022kiy,13:14:41.99,+01:22:52.0,1730.75,r,18.8719,-,22.078,5.961,16.117,-,-,-,-,63.65530798,0.088
ZTF22aalrzwg,AT2022lbi,21:39:48.09,-14:12:12.0,1742.90,r,18.83,-,>34.108,>15.94,18.168,-,-,-,-,-43.64681849,0.144
ZTF22aalvntq,AT2022lnn,20:06:23.12,-10:49:01.5,1735.94,g,18.92,-,>24.594,>8,16.594,-,-,-,-,-21.49247075,0.362
